User_ID;Table_rank_2022;Name;net_worth_in_BillionUSD_2022;Age_of_person_2022
1678;1929;Joe Lacob;1,50;66
1760;1929;Lai Jianfa;1,50;52
2474;1929;Manuel Lao Hernandez;1,50;77
2929;1929;Lee Joon-ho;1,50;57
2065;1929;Manfredi Lefebvre d  Ovidio and family;1,50;68
2067;1929;Li Jinyang;1,50;64
2930;1929;Li Ming;1,50;64
2320;1929;Zhen Li and family;1,50;58
2931;1929;Rongfu Lu;1,50;51
1479;1929;Rafique Malik;1,50;71
1962;1929;Youssef Mansour;1,50;76
2077;1929;Mao Lixiang and family;1,50;81
2078;1929;David McMurtry;1,50;81
1773;1929;Meng Qingshan and family;1,50;73
2333;1929;Alan Miller and family;1,50;84
1965;1929;Greg Mondre;1,50;47
1860;1929;Massimo Moratti;1,50;76
1967;1929;Robert Mouawad;1,50;77
1690;1929;Ezra Nahmad;1,50;76
2084;1929;Tadako Nakatani;1,50;64
1619;1929;Kentaro Ogawa;1,50;73
2339;1929;Jonathan Oringer;1,50;47
2086;1929;Niti Osathanugrah;1,50;48
1776;1929;Dragos Paval;1,50;55
2932;1929;Zach Perret;1,50;34
1976;1929;Karl-Johan Persson;1,50;47
2342;1929;Markus Persson;1,50;42
2091;1929;Tom Persson;1,50;37
2492;1929;Kevin Plank;1,50;49
1863;1929;Andreas Pohl;1,50;57
1864;1929;Reinfried Pohl  Jr.;1,50;62
1865;1929;Michael Polsky;1,50;73
2093;1929;Qin Long;1,50;56
2219;1929;G. M. Rao;1,50;71
1977;1929;Mike Repole;1,50;54
2222;1929;Fernando Roig;1,50;74
1981;1929;Christopher Rokos;1,50;51
2933;1929;Fayez Sarofim;1,50;93
2356;1929;Antonio Luiz Seabra;1,50;79
1984;1929;Amnon Shashua;1,50;61
1871;1929;Yuri Shefler;1,50;54
635;1929;Mikhail Shelkov;1,50;53
2106;1929;Charlotte Soderstrom;1,50;45
2361;1929;Edwin Soeryadjaya;1,50;72
1992;1929;Thomas Steyer;1,50;64
1995;1929;Kevin Systrom;1,50;38
1997;1929;Tang Binsen;1,50;39
2934;1929;Hary Tanoesoedibjo;1,50;56
1789;1929;Jonathan Tisch;1,50;68
2109;1929;Wilma Tisch;1,50;94
2005;1929;Kenny Troutt;1,50;74
2379;1929;Thomas von Koch;1,50;56
2245;1929;Junjin Wang;1,50;53
2114;1929;Wang Zelong;1,50;25
2248;1929;Myron Wentz;1,50;82
2935;1929;Kaiting Wu;1,50;52
2011;1929;Xiong Wu;1,50;46
2936;1929;Xu Wanmao;1,50;77
2012;1929;Xu Zhenhua;1,50;64
2527;1929;Xue Jiping;1,50;71
2937;1929;Yang Jian;1,50;50
2016;1929;Justin Yuan;1,50;64
2128;1929;Xinghai Zhang and family;1,50;59
2938;1929;Xuansong Zhang;1,50;50
2401;1929;Zhang Yin;1,50;65
2939;1929;Chengjian Zhou;1,50;56
2940;2076;Radhe Shyam Agarwal;1,40;77
1805;2076;Syed Mokhtar AlBukhary;1,40;70
1908;2076;Nerio Alessandri;1,40;60
1911;2076;Patricia Angelini Rossi;1,40;68
2264;2076;Tope Awotona;1,40;40
2142;2076;Elena Baturina;1,40;59
1652;2076;Sabrina Benetton;1,40;48
2416;2076;Thomas Bruch;1,40;71
2417;2076;Marina Budiman;1,40;60
2147;2076;Stewart Butterfield;1,40;49
2151;2076;Richard Chang;1,40;75
2941;2076;Chen Tianqiao;1,40;48
2030;2076;Chen Wenyuan and family;1,40;54
2557;2076;Cheng Antares;1,40;64
2154;2076;Chin Jong Hwa;1,40;63
2430;2076;Cho Jyh-jer;1,40;64
1822;2076;Jim Crane;1,40;68
2942;2076;Thierry Cruanes;1,40;54
2562;2076;Benoit Dageville;1,40;55
2431;2076;Weili Dai;1,40;60
2278;2076;Darwin Deason;1,40;81
2279;2076;Diego Della Valle;1,40;68
2433;2076;Deng Yingzhong;1,40;71
2282;2076;Ding Shui Po;1,40;51
2563;2076;Mark Dixon;1,40;62
2943;2076;Du Shuanghua;1,40;57
2944;2076;Mukand Lal Dua;1,40;73
2945;2076;Ramesh Kumar Dua;1,40;68
2946;2076;Fan Minhua;1,40;60
2947;2076;Hongbo Fang;1,40;55
1828;2076;William Foley  II.;1,40;77
1667;2076;Jayme Garfinkel and family;1,40;76
2949;2076;Radhe Shyam Goenka;1,40;76
2950;2076;Maggie Hardy Knox;1,40;56
2042;2076;Ayman Hariri;1,40;43
2045;2076;Christoph Henkel;1,40;64
2046;2076;Daniel Hirschfeld;1,40;80
2951;2076;William Hockey;1,40;32
2303;2076;Huang Guanlin;1,40;57
2457;2076;Huang Xiaofen and family;1,40;60
1241;2076;Jay-Z;1,40;52
1672;2076;Yintai Jiang and family;1,40;71
2583;2076;Johan Johannson;1,40;55
1944;2076;Ramesh Juneja;1,40;66
1607;2076;Scott Kapnick;1,40;63
540;2076;Viktor Kharitonin;1,40;49
1946;2076;Kim Jun-ki;1,40;77
2953;2076;Kim Sang-yeol;1,40;61
2312;2076;Christine Knauf;1,40;64
2313;2076;Karl Knauf;1,40;64
2472;2076;Yogesh Kothari;1,40;73
2954;2076;Kurt Krieger;1,40;74
1757;2076;Mustafa Kucuk;1,40;58
2055;2076;Sebastian Kulczyk;1,40;41
2191;2076;Gary Lauder;1,40;59
2193;2076;Art Levinson;1,40;72
1046;2076;Li Li;1,40;58
2321;2076;Guangwei Liang;1,40;58
1958;2076;Scott Lin;1,40;89
2069;2076;Jenny Linden Urnes;1,40;51
2073;2076;Anatoly Lomakin;1,40;69
2481;2076;Jeffrey Lorberbaum;1,40;67
2076;2076;Gary Magness;1,40;68
2955;2076;Zhongwu Mao;1,40;59
1772;2076;Ilson Mateus and family;1,40;59
1342;2076;Vadim Moshkovich;1,40;54
1968;2076;Jerry Moyes and family;1,40;78
2956;2076;George Alexander Muthoot;1,40;66
2957;2076;George Jacob Muthoot;1,40;69
2958;2076;George Thomas Muthoot;1,40;71
2959;2076;Sara George Muthoot;1,40;61
2083;2076;Marius Nacht;1,40;56
1400;2076;Adam Neumann;1,40;43
1618;2076;Simon Nixon;1,40;54
1970;2076;Stefan Olsson;1,40;73
1092;2076;Ranjan Pai;1,40;49
2491;2076;Antonio Percassi;1,40;68
2343;2076;Mark Pincus;1,40;56
1058;2076;Alexey Repik;1,40;42
2497;2076;Matthew Roszak;1,40;49
2098;2076;Subhash Runwal;1,40;78
2100;2076;Carlos Sanchez;1,40;60
2101;2076;Martin Selig;1,40;84
1558;2076;Bhadresh Shah;1,40;70
1627;2076;Shao Jianxiong;1,40;64
1495;2076;Shu Ping;1,40;52
1985;2076;Ben Silbermann;1,40;39
2105;2076;Jared Smith;1,40;47
2960;2076;Sun Qinghuan;1,40;48
2961;2076;Denis Sverdlov;1,40;43
1999;2076;Prachak Tangkaravakoon;1,40;78
2373;2076;Lina Tombolato;1,40;74
2962;2076;Tong Jinquan;1,40;67
2963;2076;Luiza Helena Trajano;1,40;70
2242;2076;John Van Lieshout;1,40;76
1637;2076;Vardis Vardinoyannis and family;1,40;89
2006;2076;Jens von Bahr;1,40;51
2380;2076;Wang Fuji;1,40;64
2964;2076;Wang Jian;1,40;68
2115;2076;Werner O. Weber;1,40;83
2247;2076;Wei Lidong and family;1,40;46
2384;2076;Drorit Wertheim;1,40;66
2118;2076;Bo Wu;1,40;67
2388;2076;Eugene Wu;1,40;76
2250;2076;Wu Xushun and family;1,40;73
2391;2076;Wenbo Xiang;1,40;59
2120;2076;Swift Xie;1,40;42
1797;2076;Xu Bingzhong;1,40;48
2252;2076;Xu Shaochun;1,40;59
2634;2076;Yan Junxu;1,40;52
1896;2076;George Yancopoulos;1,40;62
2965;2076;Gavril Yushvaev;1,40;64
2539;2076;Zhuo Jun;1,40;56
1904;2076;Fredrik Oesterberg;1,40;51
2021;2190;Alberto Alcocer;1,30;79
1909;2190;Alexandra Andresen;1,30;25
1910;2190;Katharina Andresen;1,30;26
2966;2190;Rutger Arnhult;1,30;54
2967;2190;Anant Asavabhokin;1,30;71
2265;2190;Mehmet Aydinlar;1,30;65
2023;2190;Binny Bansal;1,30;39
2140;2190;Sachin Bansal;1,30;40
1913;2190;Barbara Benetton;1,30;52
2144;2190;Othman Benjelloun and family;1,30;89
1914;2190;Angela Bennett;1,30;78
2414;2190;Oleg Boyko;1,30;57
2543;2190;Anna Maria Braun;1,30;43
2550;2190;Edouard Carmignac;1,30;74
2149;2190;Anthony Casalena;1,30;39
2423;2190;Chang Jing;1,30;39
2274;2190;Jeffrey Cheah;1,30;77
2554;2190;Chen Shiliang;1,30;58
2556;2190;Yuantai Chen;1,30;54
2276;2190;Cheng Xianfeng;1,30;53
1921;2190;Chu Jian;1,30;59
2031;2190;Chua Thian Poh;1,30;73
2156;2190;Alberto Cortina;1,30;76
1922;2190;Sandor Csanyi;1,30;69
2032;2190;Sasson Dayan and family;1,30;82
2159;2190;Anand Deshpande;1,30;59
2281;2190;Richard Desmond;1,30;70
2434;2190;Shlomo Eliahu;1,30;86
2286;2190;Jose Roberto Ermirio de Moraes;1,30;64
2287;2190;Jose Ermirio de Moraes Neto;1,30;69
2968;2190;David Fattal and family;1,30;64
2168;2190;Marvy Finger;1,30;86
2969;2190;Adam Foroughi;1,30;41
1829;2190;Richard Fortin;1,30;73
2970;2190;Luiz Frias;1,30;58
2971;2190;Susumu Fujita;1,30;48
2169;2190;Simona Giorgetta;1,30;44
2972;2190;Premchand Godha;1,30;75
2973;2190;Mikhail Gutseriev and brother;1,30;64
2573;2190;Hang Hong;1,30;54
2043;2190;Alfredo Harp Helu and family;1,30;78
1936;2190;Jaroslav Hascak and family;1,30;52
2452;2190;He Zuxun;1,30;56
1837;2190;David Hoffmann;1,30;69
2974;2190;Francis Holder;1,30;81
1604;2190;Hu Rongda and family;1,30;63
1671;2190;Wei Huang;1,30;62
1042;2190;Zarakh Iliev;1,30;55
2176;2190;Mitchell Jacobson;1,30;71
2178;2190;Jiang Guiting and family;1,30;63
1943;2190;Rajeev Juneja;1,30;56
2975;2190;Peter Kelly;1,30;64
2976;2190;Kim Nam-jung;1,30;49
2977;2190;Koon Poh Ming;1,30;65
2978;2190;Yuri Kovalchuk;1,30;70
2188;2190;Michael Krasny;1,30;68
2062;2190;Raymond Kwok;1,30;68
1538;2190;Heikki Kyostila;1,30;76
2063;2190;Lee Ho-jin;1,30;59
2066;2190;Bernard Lewis and family;1,30;96
2195;2190;Fengluan Li;1,30;60
1337;2190;Hua Li;1,30;44
2319;2190;Li Ruiqiang;1,30;42
2479;2190;Lin Zhijun;1,30;46
2480;2190;Lin Zhixiong and family;1,30;48
2322;2190;Liu Ming Hui;1,30;59
2979;2190;Xuejing Liu and family;1,30;71
2601;2190;Lu Yonghua and family;1,30;58
2980;2190;Zhaoxi Lu;1,30;53
2323;2190;Frederic Luddy;1,30;67
2081;2190;Miao Yongjun;1,30;54
2209;2190;Martin Moller Nielsen;1,30;57
2335;2190;Neide Helena de Moraes;1,30;67
2082;2190;Yoshiko Mori;1,30;81
1689;2190;Mofatraj Munot;1,30;77
2211;2190;Randal Nardone;1,30;66
1053;2190;God Nisanov;1,30;49
2085;2190;Vadim Novinsky;1,30;58
1691;2190;Satyanarayan Nuwal;1,30;69
1969;2190;John Ocampo;1,30;63
2981;2190;Pan Gang;1,30;51
2345;2190;Forrest Preston;1,30;89
2982;2190;Riju Raveendran;1,30;39
1491;2190;P.P. Reddy;1,30;64
2983;2190;P.V.Krishna Reddy;1,30;52
2221;2190;Satish Reddy;1,30;54
2984;2190;Lily Safra;1,30;84
1492;2190;Richard Saghian;1,30;40
2225;2190;Deniz Sahenk;1,30;76
2352;2190;Thomas Sandell;1,30;61
2227;2190;Hajime Satomi;1,30;80
2228;2190;James Scapa;1,30;65
2498;2190;Paul Sciarra;1,30;41
2231;2190;Albert Shigaboutdinov;1,30;69
2104;2190;Nobutoshi Shimamura;1,30;96
1986;2190;Ron Sim;1,30;63
2359;2190;Alexander Sixt;1,30;42
2360;2190;Konstantin Sixt;1,30;39
1990;2190;Terry Snow;1,30;78
2364;2190;Marco Squinzi;1,30;50
2365;2190;Veronica Squinzi;1,30;50
2504;2190;Manny Stul;1,30;72
2239;2190;Rustem Sulteev;1,30;68
2507;2190;Sehat Sutardja;1,30;60
2370;2190;Tony Tan Caktiong;1,30;69
1708;2190;Jim Thompson;1,30;82
2003;2190;Carmen Thyssen;1,30;78
1879;2190;August Troendle;1,30;66
2375;2190;Joop van den Ende;1,30;80
1881;2190;Sekar Vembu;1,30;50
2377;2190;Sandro Veronesi and family;1,30;62
2516;2190;Wan Long;1,30;81
2985;2190;Han Wang;1,30;34
2986;2190;Wang Jianyi;1,30;59
2987;2190;Wang Qinghua;1,30;56
2988;2190;Pengcheng Wen and family;1,30;59
2117;2190;Alfred West  Jr.;1,30;79
1886;2190;Dan Wilks;1,30;65
2009;2190;Farris Wilks;1,30;70
2989;2190;Gang Xu;1,30;58
2392;2190;Xu Jin;1,30;57
2990;2190;Tony Xu;1,30;37
2991;2190;Ye Yanqiao;1,30;52
2992;2190;Patrick Zalupski;1,30;41
2993;2190;Shengda Zan;1,30;59
2254;2190;Zeng Chaoyi;1,30;53
2639;2190;Zhang Guiping and family;1,30;70
2255;2190;Peng Zhao;1,30;51
2994;2190;Zheng Zhiguo;1,30;50
2257;2190;Kostyantin Zhevago;1,30;48
2995;2190;Zhou Mingjie;1,30;64
2404;2190;Zhu Xingliang;1,30;62
1574;2190;Zhu Yiwen and family;1,30;64
2258;2190;Zong Yanmin;1,30;64
2259;2324;Sanjay Agarwal;1,20;51
2260;2324;Hamad bin Jassim bin Jaber Al Thani;1,20;62
2996;2324;Betty Ang;1,20;67
2541;2324;Christian Angermayer;1,20;43
1576;2324;Mika Anttonen;1,20;55
2262;2324;Jose Maria Aristrain;1,20;59
2997;2324;Emilio Azcarraga Jean;1,20;54
2270;2324;Thomas Bailey;1,20;85
1114;2324;Andrei Bokarev;1,20;55
2413;2324;Stephane Bonvin;1,20;55
2998;2324;Ashok Boob;1,20;70
2546;2324;Ludwig Theodor Braun;1,20;32
2273;2324;Friederike Braun-Luedicke;1,20;38
2418;2324;Pradip Burman;1,20;79
2419;2324;Cai Hongbin;1,20;64
2999;2324;Chang Kuo-Cheng;1,20;64
3000;2324;Jiancheng Chen;1,20;63
2428;2324;Chen Xueling;1,20;54
2429;2324;Cheng Lili;1,20;57
3001;2324;Yvon Chouinard;1,20;83
3002;2324;Luigi Cremonini and family;1,20;82
3003;2324;Tim Draper;1,20;63
3004;2324;Fan Zhaoxia and family;1,20;54
2439;2324;Gleb Fetisov;1,20;55
2441;2324;Robert Fisher;1,20;68
2567;2324;William Fisher;1,20;65
2035;2324;J. Christopher Flowers;1,20;64
2442;2324;Bernd Freier;1,20;65
3005;2324;Geng Diangen;1,20;65
2293;2324;Dan Gertler;1,20;48
3006;2324;David Girouard;1,20;56
1742;2324;John Goff;1,20;67
2295;2324;Lawrence Golub;1,20;62
2570;2324;Sven Hagstroemer;1,20;78
2298;2324;Fahed Hariri;1,20;41
2299;2324;Richard Hayne;1,20;74
2574;2324;He Yamin and family;1,20;65
2300;2324;Michael Heine;1,20;72
2172;2324;Heikki Herlin;1,20;35
2576;2324;Hong Feng;1,20;45
3007;2324;Hu Kun;1,20;52
3008;2324;Huang Hongyun and family;1,20;55
3009;2324;Shanbing Huang and family;1,20;65
3010;2324;Huang Shih Tsai;1,20;70
3011;2324;Huang Wenbiao;1,20;54
2305;2324;Mohammed Ibrahim;1,20;75
2580;2324;Hedda im Brahm-Droege;1,20;67
2049;2324;Rameshchandra Jain;1,20;73
2182;2324;Laurent Junique;1,20;56
2183;2324;Zbigniew Juroszek and family;1,20;59
2460;2324;Chatchai Kaewbootta;1,20;70
2306;2324;Shirley Kao;1,20;65
1043;2324;Ipek Kirac;1,20;37
2469;2324;Carsten Koerl;1,20;57
2471;2324;Andrei Kosogov;1,20;61
3012;2324;John Krystynak;1,20;53
3013;2324;John Kusuma;1,20;55
3014;2324;Hartono Kweefanus;1,20;72
2061;2324;Kwek Leng Peck;1,20;66
2190;2324;Kristo Kaeaermann;1,20;41
2315;2324;Guy Laliberte;1,20;62
3015;2324;Lee Sang-ryul;1,20;60
3016;2324;Lee Seung-gun;1,20;40
3017;2324;Hongjing Li;1,20;54
2598;2324;Li Wanqiang;1,20;44
2200;2324;Lu Hongyan;1,20;44
3018;2324;Dalong Lv;1,20;60
2207;2324;Carsten Maschmeyer;1,20;62
3019;2324;Todd McKinnon;1,20;50
3020;2324;Rubens Menin Teixeira de Souza;1,20;66
2331;2324;Lorinc Meszaros;1,20;56
2334;2324;Ulrich Mommert and family;1,20;81
3021;2324;Park Kwan-ho;1,20;50
3022;2324;George Pedersen;1,20;86
1975;2324;David Penaloza Alanis;1,20;48
1862;2324;Stefan Pierer;1,20;65
2344;2324;Murdaya Poo;1,20;81
3024;2324;Michael Price;1,20;69
1489;2324;Leonid Radvinsky;1,20;40
3025;2324;Megdet Rahimkulov and family;1,20;76
2348;2324;Andrei Rappoport;1,20;58
3026;2324;Dasari Uday Kumar Reddy;1,20;54
2496;2324;Helena Revoredo;1,20;75
1978;2324;Duke Reyes;1,20;65
2226;2324;Nobutada Saji;1,20;76
1207;2324;Leonard Schleifer;1,20;69
2102;2324;Airat Shaimiev;1,20;60
2103;2324;Radik Shaimiev;1,20;57
3027;2324;Vijay Shekhar Sharma;1,20;43
2230;2324;Devi Shetty;1,20;69
3028;2324;Shum Chiu Hung and family;1,20;52
2366;2324;Michael Steinhardt;1,20;81
2616;2324;Petter Stordalen and family;1,20;59
3029;2324;Winarko Sulistyo;1,20;76
1787;2324;Sun Huaiqing and family;1,20;52
2369;2324;Luc Tack;1,20;60
1303;2324;Lucio Tan;1,20;87
3030;2324;Yoshikazu Tanaka;1,20;45
3031;2324;Stanley Tang;1,20;29
2372;2324;Sam Tarascio;1,20;77
3032;2324;Alexander Tedja;1,20;76
1876;2324;Laurie Tisch;1,20;71
1877;2324;Steven Tisch;1,20;73
3033;2324;Stefania Triva;1,20;57
3034;2324;Maria Grace Uy;1,20;53
3035;2324;Wim van der Leegte;1,20;74
2378;2324;Thongma Vijitpongpun;1,20;64
3036;2324;Jianfeng Wang and family;1,20;52
2111;2324;Wang Jilei;1,20;57
2007;2324;Wang Junmin;1,20;53
3037;2324;Wang Kunxiao;1,20;52
3038;2324;Wang Zhentao and family;1,20;56
2383;2324;J. Wayne Weaver;1,20;86
2008;2324;Weng Xianding;1,20;60
2521;2324;Horst Wortmann;1,20;80
2387;2324;Wu Chung-yi;1,20;66
2523;2324;Wu Li-gann;1,20;81
3039;2324;Wu Peifu and family;1,20;60
2525;2324;Xiu Laigui;1,20;67
2531;2324;Yeh Kuo-I;1,20;80
3040;2324;Faxiang Yu;1,20;50
2533;2324;Zeng Chaolin;1,20;39
3041;2324;Zhang Tianyu;1,20;54
3042;2324;Shusheng Zheng;1,20;56
2133;2448;A. Jayson Adair;1,10;52
2261;2448;Joao Alves de Queiroz Filho;1,10;69
2542;2448;Ryuji Arai;1,10;75
2410;2448;Sara Blakely;1,10;51
2411;2448;Lloyd Blankfein;1,10;67
2412;2448;Henadiy Boholyubov;1,10;60
3043;2448;Caspar Callerstroem;1,10;48
3044;2448;Kejian Cao;1,10;59
2561;2448;Turgay Ciner;1,10;66
3045;2448;Dai Lizhong;1,10;53
3046;2448;Pedro de Godoy Bueno;1,10;31
2160;2448;Aydin Dogan;1,10;85
3047;2448;Wolfgang Egger;1,10;56
2436;2448;Gabriel Escarrer;1,10;87
3048;2448;Richard Fairbank;1,10;71
3049;2448;Andy Fang;1,10;29
2566;2448;Benedicte Find;1,10;64
2440;2448;Paul Fireman;1,10;78
2443;2448;Donald Friese;1,10;81
3050;2448;Soichiro Fukutake;1,10;76
3051;2448;Antonio Gallardo Ballart;1,10;86
2446;2448;David Golub;1,10;59
2039;2448;Guan Yihong;1,10;52
2572;2448;Stelios Haji-Ioannou;1,10;55
3052;2448;Mustafa Hamied;1,10;81
3053;2448;Han Arming Hanafia;1,10;64
3054;2448;Ronnen Harary;1,10;50
3055;2448;David Helgason;1,10;44
2453;2448;Christian Herz;1,10;64
2454;2448;Michaela Herz;1,10;64
3056;2448;Eduardo Hochschild;1,10;58
2577;2448;Hong Seok-joh;1,10;69
3057;2448;Huang Jiangji;1,10;64
3058;2448;Huang Xu;1,10;54
3059;2448;Subba Rao Jasti;1,10;95
1329;2448;Long Jiang;1,10;48
3060;2448;Jiang Xuefei and family;1,10;52
2462;2448;Jonas Kamprad;1,10;56
2463;2448;Mathias Kamprad;1,10;52
2464;2448;Peter Kamprad;1,10;58
3061;2448;Andrew Karam;1,10;40
1127;2448;Samvel Karapetyan;1,10;56
2184;2448;Alexander Karp;1,10;54
2309;2448;Ke Guihua;1,10;56
2590;2448;Kim Jung-woong;1,10;47
3062;2448;Harry Klagsbrun;1,10;67
3063;2448;Alexander Knauf;1,10;47
3064;2448;Martin Knauf;1,10;64
3065;2448;Robert Knauf;1,10;64
2052;2448;Koh Wee Meng;1,10;58
2053;2448;Sergei Kolesnikov;1,10;50
3066;2448;Andrei Komarov;1,10;55
2593;2448;Koo Bon-neung;1,10;73
2470;2448;Koo Bon-sik;1,10;63
2314;2448;Suresh Krishna;1,10;85
2476;2448;Nancy Lerner;1,10;61
2477;2448;Norma Lerner;1,10;86
2478;2448;Randolph Lerner;1,10;60
1957;2448;Li Shui-po;1,10;65
3068;2448;Li Tan;1,10;57
3069;2448;Li Wenmei and family;1,10;59
559;2448;Lim Hariyanto Wijaya Sarwono;1,10;93
3070;2448;Lin Jie and family;1,10;53
1474;2448;Liu Chengyu and family;1,10;59
3071;2448;Lou Boliang;1,10;58
3072;2448;Lun Ruixiang and family;1,10;54
3073;2448;Lv Yongxiang;1,10;72
2602;2448;Ma Xiuhui;1,10;51
2203;2448;Yasseen Mansour;1,10;60
2330;2448;Jorge Mas;1,10;59
3074;2448;Michael McCain;1,10;64
2604;2448;Gabriella Meister;1,10;64
2605;2448;Ulrike Meister;1,10;55
2332;2448;Jeffrey Michael and family;1,10;65
2484;2448;Soichiro Minami;1,10;45
3075;2448;Bob Muglia;1,10;62
3076;2448;Erik Must;1,10;79
3077;2448;Kerr Neilson;1,10;72
2214;2448;John Oyler;1,10;54
3078;2448;Park Hyeon-joo;1,10;63
2341;2448;Jose Isaac Peres and family;1,10;81
3079;2448;Catherine Phillips;1,10;64
3080;2448;John Phillips;1,10;71
2494;2448;Pu Zhongjie and family;1,10;59
3081;2448;Qian Xiaojun;1,10;47
3082;2448;Anton Rabie;1,10;50
2099;2448;Igor Rybakov;1,10;49
3083;2448;K. Rai Sahi;1,10;75
1409;2448;Karl Scheufele  III. and family;1,10;83
3084;2448;Steven Schuurman;1,10;46
3085;2448;Shao Zengming;1,10;64
3086;2448;Analjit Singh;1,10;68
3087;2448;Kavita Singhania;1,10;60
1209;2448;Michael S. Smith;1,10;66
2615;2448;Scott Smith;1,10;72
3088;2448;Ashok Soota;1,10;79
2501;2448;Michael Spencer;1,10;66
1497;2448;Venu Srinivasan;1,10;69
3089;2448;Dirk Stroeer;1,10;53
3090;2448;Susanto Suwarto;1,10;66
2371;2448;Xiuguo Tang;1,10;58
1635;2448;Mehmet Sinan Tara;1,10;63
3091;2448;Robert Toll;1,10;81
3092;2448;Surin Upatkoon;1,10;72
3093;2448;Sunil Vachani;1,10;53
2623;2448;Murat Vargi;1,10;74
2243;2448;Pongsak Viddayakorn;1,10;88
3094;2448;Wang Linxiang;1,10;64
3095;2448;Wang Shumin;1,10;65
3096;2448;Richard Warke;1,10;64
2116;2448;Anne Werninghaus;1,10;36
2519;2448;Allan Wong;1,10;72
3097;2448;Chaoqun Wu;1,10;52
2389;2448;Wu Yonghua;1,10;51
3098;2448;Wu Zhenxing;1,10;52
2631;2448;Franziska Wuerbser;1,10;34
2390;2448;Xia Xinde;1,10;57
3099;2448;Xiong Jun and family;1,10;48
3100;2448;Jane Yan and family;1,10;52
3101;2448;Yang Erzhu;1,10;71
3102;2448;Vlad Yatsenko;1,10;38
2635;2448;Yi Xianzhong and family;1,10;62
1722;2448;Yoshiaki Yoshida;1,10;81
2636;2448;Yu Rong;1,10;50
3103;2448;Igor Yusufov;1,10;65
3104;2448;Zeng Weixiong;1,10;64
3105;2448;Zhang Cheng Fei;1,10;54
3106;2448;Zhang Fangliang;1,10;57
3107;2448;Baoshen Zhong;1,10;54
3108;2448;Zhou Minghua;1,10;58
3109;2578;Krishna Kumar Bangur;1,00;61
3110;2578;Wilbur    Ed   Bosarge  Jr.;1,00;82
2544;2578;Johanna Braun;1,00;42
2545;2578;Karl Friedrich Braun;1,00;39
989;2578;Jean-Pierre Cayard;1,00;79
2427;2578;Tony Chen;1,00;72
3111;2578;Vivien Chen;1,00;63
3112;2578;Chey Ki-won;1,00;57
2560;2578;Pollyanna Chu;1,00;64
3113;2578;Roy Chi Ping Chung;1,00;69
3114;2578;Doug Clarke;1,00;41
3115;2578;Ronald Clarke;1,00;66
3116;2578;Jean-Paul Clozel;1,00;67
1734;2578;Carl DeSantis;1,00;82
2283;2578;Sefik Yilmaz Dizdar;1,00;84
3117;2578;Charles Dunstone;1,00;58
3118;2578;Larry Fink;1,00;69
3119;2578;Fu Gang;1,00;51
3120;2578;Jorge Gallardo Ballart;1,00;80
3121;2578;Nari Genomal;1,00;82
3122;2578;Ramesh Genomal;1,00;71
3123;2578;Sunder Genomal;1,00;68
3124;2578;Horst-Otto Gerberding;1,00;69
