ID;User_ID;Rank_2024_01;Person;net_worth_in_BillionUSD_2024_01;Age_of_person_2024_01;
1193;1214;1192;Stefan Wirtgen;2,6;53;
1194;1071;1194;Choo Chong Ngen;2,6;70;
1195;2219;1195;G. M. Rao;2,6;73;
1196;1099;1196;Tung Chee Hwa;2,6;86;
1197;1295;1197;Daniel Pritzker;2,6;64;
1198;1206;1198;Maria-Elisabeth Schaeffler-Thumann;2,6;82;
1199;1117;1199;N. Murray Edwards;2,6;64;
1200;1626;1200;Dwight Schar;2,6;81;
1201;600;1201;Forrest Li;2,6;46;
1202;878;1202;Mohed Altrad;2,6;75;
1203;1085;1203;Taha Mikati;2,6;79;
1204;910;1204;Chen Kaixuan;2,6;65;
1205;990;1205;Chan Tan Ching-fen;2,6;;
1206;968;1206;Ravi Modi;2,6;46;
1207;1189;1207;Henry Laufer;2,6;78;
1208;3161;1208;Bernard Saul II and family;2,6;91;
1209;981;1209;Yoo Jung-hyun;2,6;54;
1210;1084;1210;Najib Mikati;2,6;68;
1211;913;1211;Gustavo Denegri and family;2,6;86;
1212;1321;1212;K. Dinesh;2,6;69;
1213;1308;1213;Jerry Yang;2,6;55;
1214;1082;1214;Dmitry Mazepin;2,6;55;
1215;834;1215;Leng Youbin;2,6;55;
1216;1471;1216;Christian Latouche and family;2,6;83;
1217;1171;1217;Miriam Baumann-Blocher;2,6;49;
1218;1311;1218;Mortimer Zuckerman;2,6;86;
1219;1342;1219;Vadim Moshkovich;2,6;56;
1220;3162;1220;Roy Carroll II;2,6;61;
1221;1265;1221;Donald Trump;2,6;77;
1222;1388;1222;Thomas James;2,6;81;
1223;1273;1223;Abdulla Al Futtaim and family;2,5;84;
1224;605;1224;Issad Rebrab and family;2,5;80;
1225;1286;1225;Peter Hargreaves;2,5;77;
1226;1487;1226;Florentino Perez;2,5;76;
1227;1222;1227;Thor Bjorgolfsson;2,5;56;
1228;1305;1228;Ted Turner;2,5;85;
1229;1028;1229;Alberto Bombassei;2,5;83;
1230;1197;1230;Hans Melchers;2,5;85;
1231;941;1231;Roman Trotsenko;2,5;53;
1232;1202;1232;Alexander Ponomarenko;2,5;59;
1233;1241;1233;Jay-Z;2,5;54;
1234;772;1234;Ji Qi;2,5;57;
1235;844;1235;Scott Shleifer;2,5;46;
1236;952;1236;Deng Wen;2,5;55;
1237;1233;1237;Sergey Dmitriev;2,5;57;
1238;1128;1238;Kei Hoi Pang;2,5;58;
1239;1297;1239;Qiu Jianping and family;2,5;62;
1240;1331;1240;Bom Kim;2,5;45;
1241;1303;1241;Lucio Tan;2,5;89;
1242;1264;1242;Byron Trott;2,5;65;
1243;1038;1243;Gu Yuhua and family;2,5;74;
1244;1234;1244;Joseph Edelman;2,5;68;
1245;1284;1245;Paul Gauselmann and family;2,5;89;
1246;727;1246;Kenneth Dart;2,5;68;
1247;971;1247;Or Wai Sheun;2,5;72;
1248;1210;1248;Julia Thiele-Schuerhoff;2,5;52;
1249;1266;1249;Peter Unger;2,5;79;
1250;1879;1250;August Troendle;2,5;68;
1251;1335;1251;Kevin David Lehmann;2,5;21;
1252;1274;1252;Edward Bass;2,5;78;
1253;406;1253;Gao Jifan and family;2,5;59;
1254;1186;1254;Dmitry Kamenshchik;2,5;55;
1255;1000;1255;Sam Goi;2,5;77;
1256;1238;1256;Alec Gores;2,5;70;
1257;1223;1257;Charles Bronfman;2,5;92;
1258;1267;1258;Roger Wang;2,5;75;
1259;1096;1259;Su Hua;2,5;42;
1260;2731;1260;Guo Guangchang;2,5;56;
1261;1445;1261;Domenico Dolce;2,5;65;
1262;1451;1261;Stefano Gabbana;2,5;61;
1263;3163;1263;Stephen Mandel Jr;2,5;67;
1264;1288;1264;Kwek Leng Kee;2,4;69;
1265;1484;1265;Eugene Murtagh;2,4;81;
1266;1351;1266;Richard Sands;2,4;72;
1267;1339;1267;Kishore Mariwala;2,4;88;
1268;905;1268;Karen Virginia Beckmann Legoretta;2,4;;
1269;1603;1269;Reid Hoffman;2,4;56;
1270;1281;1270;Gerald Ford;2,4;79;
1271;1058;1271;Alexey Repik;2,4;44;
1272;1217;1272;S. Daniel Abraham;2,4;99;
1273;1385;1273;Hans-Werner Hector;2,4;84;
1274;1743;1274;Alexandre Grendene Bartelle;2,4;74;
1275;1270;1275;Xie Weitong;2,4;67;
1276;1480;1276;Katarina Martinson;2,4;42;
1277;1277;1277;Chen Tei-fu;2,4;75;
1278;1257;1278;Ferit Faik Sahenk;2,4;59;
1279;3164;1279;Huang Zhenda and family;2,4;76;
1280;1246;1280;Li Hongxin and family;2,4;70;
1281;1366;1281;Christoph Zeller;2,4;66;
1282;1258;1282;Wenrong Shen;2,4;77;
1283;2047;1283;Drew Houston;2,4;40;
1284;1717;1284;Kie Chie Wong;2,4;75;
1285;3165;1285;Sun Guangxin;2,4;61;
1286;1301;1286;Hans Sy;2,4;68;
1287;1590;1287;Sol Daurella;2,4;58;
1288;830;1288;Fan Daidi;2,4;58;
1289;1208;1289;Dieter Schnabel;2,4;78;
1290;3166;1290;Henry Sy Jr;2,4;70;
1291;1136;1291;Angela Leong;2,4;62;
1292;1407;1292;Jerry Reinsdorf;2,4;87;
1293;1285;1293;Mitchell Goldhar;2,4;62;
1294;1498;1294;Edward Stack;2,4;69;
1295;1302;1295;Herbert Sy;2,4;67;
1296;1327;1296;Erman Ilicak;2,4;56;
1297;1114;1297;Andrei Bokarev;2,4;57;
1298;1330;1298;Bruce Karsh;2,4;68;
1299;1245;1299;Wolfgang Leitner;2,4;70;
1300;1863;1300;Andreas Pohl;2,4;59;
1301;988;1301;Cai Dongchen;2,4;71;
1302;2159;1302;Anand Deshpande;2,4;61;
1303;1205;1303;Steven Sarowitz;2,4;58;
1304;1414;1304;William Stone;2,4;68;
1305;989;1305;Jean-Pierre Cayard;2,4;81;
1306;1561;1306;Sylvia Stroeher;2,4;68;
1307;1231;1307;Henry Davis;2,4;72;
1308;1294;1308;Tor Peterson;2,4;59;
1309;1401;1309;Thi Phuong Thao Nguyen;2,4;53;
1310;1334;1310;Stephen Lansdown;2,4;71;
1311;992;1311;Mang Yee Chu and family;2,4;64;
1312;1598;1312;David Fong;2,4;66;
1313;1306;1313;David Walentas;2,3;85;
1314;1346;1314;Augusto Perfetti;2,3;;
1315;1347;1314;Giorgio Perfetti;2,3;;
1316;348;1316;Liu Jincheng and family;2,3;59;
1317;1421;1317;Lottie Tham and family;2,3;74;
1318;583;1318;Ali Erdemoglu;2,3;64;
1319;1337;1319;Hua Li;2,3;46;
1320;1215;1320;Zhao Lixin;2,3;58;
1321;1363;1321;Paul-Heinz Wesjohann and family;2,3;80;
1322;1344;1322;David Nahmad;2,3;76;
1323;512;1323;Cheng Xue;2,3;53;
1324;2015;1324;Michael Minhong Yu;2,3;62;
1325;1464;1325;Jared Isaacman;2,3;40;
1326;1636;1326;Masateru Uno and family;2,3;76;
1327;1338;1327;Lim Kok Thay;2,3;72;
1328;1263;1328;Arvind Tiku;2,3;53;
1329;1300;1329;Arnout Schuijff;2,3;56;
1330;1934;1330;Patrick Hanrahan;2,3;68;
1331;1357;1331;T.Y. Tsai;2,3;71;
1332;1352;1332;Stephan Schmidheiny;2,3;76;
1333;1326;1333;Georg Haub;2,3;62;
1334;1578;1334;Julio Bozano;2,3;88;
1335;820;1335;Fashu Chen;2,3;63;
1336;1709;1336;Tran Dinh Long;2,3;63;
1337;1111;1337;Ulrike Baro;2,3;;
1338;1170;1338;Yvonne Bauer;2,3;46;
1339;817;1339;Zhang Jian;2,3;55;
1340;1426;1340;David Wertheim;2,3;66;
1341;2102;1341;Airat Shaimiev;2,3;61;
1342;1393;1342;Solomon Lew;2,3;78;
1343;1354;1343;Stefan Soloviev;2,3;48;
1344;1450;1344;Paul Foster;2,3;66;
1345;3167;1345;Ye Chenghai and family;2,3;80;
1346;1591;1346;Mark Davis;2,3;68;
1347;1341;1347;Mi Enhua;2,3;65;
1348;2776;1348;An Kang;2,3;75;
1349;1438;1349;William Boyd and family;2,3;92;
1350;1389;1350;James Jannard;2,3;74;
1351;1988;1351;Basudeo Singh;2,3;83;
1352;1312;1352;John Armitage;2,3;64;
1353;1098;1353;Tseng Cheng;2,3;62;
1354;1741;1354;Rolf Gerling;2,3;69;
1355;1333;1355;Lam Kong;2,3;59;
1356;1350;1356;Filiz Sahenk;2,3;56;
1357;640;1357;Hu Kaijun;2,3;62;
1358;1195;1358;Lu Weiding;2,3;52;
1359;1221;1359;Riley Bechtel and family;2,3;71;
1360;1132;1360;Jonathan Kwok;2,2;31;
1361;1131;1361;Geoffrey Kwok;2,2;38;
1362;1379;1362;Tom Ford;2,2;62;
1363;1834;1363;Irving Grousbeck and family;2,2;89;
1364;1381;1364;Noam Gottesman;2,2;62;
1365;1454;1365;Kamal Ghaffarian;2,2;65;
1366;1411;1366;Alex Shevchenko;2,2;44;
1367;1396;1366;Max Lytvyn;2,2;44;
1368;1386;1368;Lutz Mario Helmig and family;2,2;77;
1369;1316;1369;Timothy Boyle;2,2;74;
1370;3168;1370;Reinfried Pohl Jr;2,2;64;
1371;2017;1371;Zhang Bangxin;2,2;44;
1372;1700;1372;Karin Schick;2,2;;
1373;1577;1373;David Blitzer;2,2;54;
1374;3169;1374;Ruan Hongliang;2,2;63;
1375;1416;1375;Harley Sy;2,2;64;
1376;1015;1376;Stephen Rubin;2,2;86;
1377;1656;1377;R.G. Chandramogan;2,2;74;
1378;1511;1378;Michael Ying;2,2;74;
1379;1429;1379;Yeung Kin-man;2,2;59;
1380;1520;1380;Pavel Baudis;2,2;63;
1381;1645;1381;Zhang Hongwei;2,2;69;
1382;1382;1382;Jeffrey Gundlach;2,2;65;
1383;1075;1383;Du Jiangtao and family;2,2;54;
1384;2407;1384;Prem Kumar Arora;2,2;85;
1385;1439;1385;Anand Burman;2,2;71;
1386;1103;1386;Zhu Xingming;2,2;56;
1387;1436;1387;Martin Bouygues;2,2;;
1388;1437;1387;Olivier Bouygues;2,2;73;
1389;1355;1389;Tang Yiu;2,2;89;
1390;1985;1390;Ben Silbermann;2,2;41;
1391;2733;1391;Xie Liangzhi and family;2,2;58;
1392;1851;1392;Lee Yeow Seng;2,2;46;
1393;1262;1393;Andrew Tan;2,2;72;
1394;1890;1394;Anthony Wood;2,2;58;
1395;1647;1395;Cameron Adams;2,2;44;
1396;1431;1395;Oren Zeev;2,2;59;
1397;2970;1397;Luiz Frias;2,2;60;
1398;1403;1398;Heloise Pratt;2,2;61;
1399;892;1399;Julio Ponce Lerou;2,2;78;
1400;1318;1400;Chao Teng-hsiung;2,2;79;
1401;1313;1401;Lee Bass;2,2;67;
1402;1188;1402;Adam Kwok;2,2;40;
1403;1432;1403;Clayton Zekelman;2,2;55;
1404;1417;1404;Teresita Sy-Coson;2,2;73;
1405;786;1405;Wang Yanqing and family;2,2;57;
1406;1400;1406;Adam Neumann;2,2;44;
1407;1394;1407;Liang Xinjun;2,2;55;
1408;2036;1408;Reinold Geiger;2,2;76;
1409;914;1409;Dong Jinggui;2,2;;
1410;1377;1410;Dermot Desmond;2,2;73;
1411;1384;1411;Shmuel Harlap;2,2;79;
1412;1537;1412;Shlomo Kramer;2,2;57;
1413;2351;1413;Atul Ruia;2,2;52;
1414;1449;1414;Bob Ell;2,2;79;
1415;1887;1415;Alan Wilson;2,2;83;
1416;1888;1415;Bruce Wilson;2,2;77;
1417;1889;1415;John Wilson;2,2;86;
1418;1455;1418;Dennis Gillings;2,2;79;
1419;1398;1419;Howard Marks;2,2;77;
1420;1459;1420;Stein Erik Hagen;2,2;67;
1421;1601;1421;Caroline Hagen Kjos;2,2;40;
1422;1502;1422;Barbara Tyson;2,2;74;
1423;1469;1423;Lam Wai-ying;2,2;;
1424;1530;1424;John Hancock;2,1;48;
1425;1783;1425;Paul Saville;2,1;68;
1426;770;1426;Huang Li;2,1;60;
1427;1259;1427;Yuzhu Shi;2,1;61;
1428;1460;1428;Bahaa Hariri;2,1;57;
1429;1447;1429;Georgi Domuschiev;2,1;51;
1430;1448;1429;Kiril Domuschiev;2,1;54;
1431;1489;1431;Leonid Radvinsky;2,1;41;
1432;2230;1432;Devi Shetty;2,1;71;
1433;1556;1433;Ginia Rinehart;2,1;37;
1434;1693;1434;Nihat Ozdemir;2,1;73;
1435;1371;1434;Sezai Bacaksiz;2,1;74;
1436;3170;1436;Wang Xicheng and family;2,1;75;
1437;1423;1437;Radha Vembu;2,1;51;
1438;1453;1438;Gordon Getty;2,1;90;
1439;1555;1439;Bianca Rinehart;2,1;46;
1440;1566;1439;Hope Welker;2,1;38;
1441;1708;1441;Jim Thompson;2,1;84;
1442;2103;1442;Radik Shaimiev;2,1;59;
1443;1622;1443;Jennifer Pritzker;2,1;73;
1444;1370;1444;Albert Avdolyan;2,1;53;
1445;1772;1445;Ilson Mateus and family;2,1;60;
1446;1546;1446;Alexander Mamut;2,1;64;
1447;1738;1447;Francois Feuillet and family;2,1;75;
1448;1992;1448;Thomas Steyer;2,1;66;
1449;1780;1449;Brian Roberts;2,1;64;
1450;1620;1450;Ajay Parekh;2,1;66;
1451;2231;1451;Albert Shigaboutdinov;2,1;71;
1452;2239;1452;Rustem Sulteev;2,1;70;
1453;1557;1453;T. Denny Sanford;2,1;88;
1454;2177;1454;Anurang Jain;2,1;61;
1455;1621;1455;Narendrakumar Parekh;2,1;85;
1456;1249;1456;Prayudh Mahagitsiri;2,1;78;
1457;1418;1457;Katsumi Tada;2,1;78;
1458;1470;1458;Marc Lasry;2,1;63;
1459;1375;1459;Chen Jinxia;2,1;55;
1460;1465;1460;Eugene Kaspersky;2,1;58;
1461;2717;1461;Huang Chulong;2,1;65;
1462;1462;1462;Douglas Hsu;2,1;81;
1463;1680;1463;Louise Lindh;2,1;44;
1464;1971;1464;Rubens Ometto Silveira Mello;2,1;74;
1465;1662;1465;D. Leopoldo Del Pino;2,1;61;
1466;1441;1466;Bruce Cheng;2,1;87;
1467;1612;1467;James Leprino;2,1;86;
1468;2040;1468;Rajinder Gupta;2,1;65;
1469;1501;1469;Torsten Toeller;2,1;57;
1470;865;1470;William Lauder;2,1;63;
1471;1488;1471;Victor Pinchuk;2,1;63;
1472;1476;1472;Daniel Lubetzky;2,1;55;
1473;1631;1473;Peter Sondakh;2,1;73;
1474;2372;1474;Sam Tarascio;2,1;79;
1475;1278;1475;Abilio dos Santos Diniz;2,1;87;
1476;1873;1476;Ryan Smith;2,1;45;
1477;656;1477;Wang Junshi and family;2,1;75;
1478;657;1478;Wang Wenjing;2,1;59;
1479;2337;1479;Kailashchandra Nuwal;2,1;66;
1480;2362;1480;Abhay Soi;2,1;50;
1481;1509;1481;Elaine Wynn;2,1;81;
1482;1348;1482;Alberto Prada;2,1;69;
1483;1349;1482;Marina Prada;2,1;78;
1484;1397;1484;Igor Makarov;2,1;61;
1485;1518;1485;Andrey Andreev;2,0;50;
1486;3171;1486;David Adelman;2,0;51;
1487;1600;1487;Surjit Kumar Gupta;2,0;82;
1488;1789;1488;Jonathan Tisch;2,0;70;
1489;1026;1489;Zhu Gongshan and family;2,0;66;
1490;1373;1490;Brett Blundy;2,0;64;
1491;1826;1491;Alfredo Egydio Arruda Villela Filho;2,0;54;
1492;1646;1492;Anita Zucker;2,0;72;
1493;1829;1493;Richard Fortin;2,0;75;
1494;2760;1494;Shi Yonghong and family;2,0;55;
1495;1152;1495;Raj Sardana;2,0;63;
1496;3172;1496;Karl Scheufele III and family;2,0;85;
1497;1473;1497;Lin Chang Su-O;2,0;83;
1498;1859;1498;P.N.C. Menon;2,0;75;
1499;1499;1499;Sun Mengquan and family;2,0;73;
1500;2129;1500;Zheng Jianjiang and family;2,0;63;
1501;1491;1501;P.P. Reddy;2,0;66;
1502;1589;1502;Alexandra Daitch;2,0;61;
1503;1632;1502;Lucy Stitzer;2,0;64;
1504;1615;1502;Sarah MacMillan;2,0;70;
1505;1567;1505;William Young;2,0;83;
1506;1983;1506;Sheryl Sandberg;2,0;54;
1507;1923;1507;Ana Lucia de Mattos Barretto Villela;2,0;50;
1508;1519;1508;Michael Ashcroft;2,0;78;
1509;1565;1509;Ion Tiriac;2,0;84;
1510;1568;1510;Ales Zavoral;2,0;47;
1511;1733;1511;Kommer Damen;2,0;79;
1512;3173;1512;Marcelo Claure;2,0;53;
1513;2992;1513;Patrick Zalupski;2,0;43;
1514;1538;1514;Heikki Kyostila;2,0;78;
1515;1553;1515;Linda Pritzker;2,0;70;
1516;2222;1516;Fernando Roig;2,0;76;
1517;1609;1517;Dominika Kulczyk;2,0;46;
1518;1547;1518;Craig McCaw;2,0;74;
1519;1500;1519;Alexander Svetakov;2,0;55;
1520;1634;1520;Hermanto Tanoko;2,0;61;
1521;1704;1521;S.D. Shibulal;2,0;68;
1522;1682;1522;Joao Roberto Marinho;2,0;70;
1523;1683;1522;Jose Roberto Marinho;2,0;68;
1524;1130;1524;Yuri Kovalchuk and family;2,0;72;
1525;1485;1525;Alexander Nesis;2,0;61;
1526;1526;1526;Maria Franca Fissolo;2,0;89;
1527;1637;1527;Vardis Vardinoyannis and family;2,0;91;
1528;1641;1528;Charlotte Colket Weber;2,0;81;
1529;3174;1529;B. Wayne Hughes Jr;2,0;64;
1530;1541;1530;Liang Rubo;2,0;41;
1531;1618;1531;Simon Nixon;2,0;56;
1532;1560;1532;Michal Strnad;2,0;31;
1533;1638;1533;Jitendra Virwani;2,0;57;
1534;1824;1534;Jamie Dimon;2,0;67;
1535;1684;1535;Roberto Irineu Marinho;2,0;76;
1536;1710;1536;Alan Trefler;2,0;67;
1537;1695;1537;Pierre Karl Peladeau;2,0;62;
1538;1610;1538;Edward Lampert;2,0;61;
1539;1582;1539;Stephen Butt and family;2,0;68;
1540;3175;1540;Howard Butt III and family;2,0;71;
1541;2847;1541;Guilherme Benchimol;2,0;47;
1542;1310;1542;Yang Weidong and family;2,0;55;
1543;1769;1543;Palmer Luckey;2,0;31;
1544;1720;1544;Amy Wyss;2,0;53;
1545;1190;1545;Louis Le Duff;2,0;77;
1546;1896;1546;George Yancopoulos;2,0;64;
1547;1678;1547;Joe Lacob;2,0;68;
1548;903;1548;Xue Hua;2,0;;
1549;1434;1549;Alex Beard;2,0;56;
1550;1494;1550;Thaksin Shinawatra;2,0;74;
1551;1226;1551;Cheng Yixiao;2,0;40;
1552;963;1552;Aerin Lauder;2,0;53;
1553;1580;1553;Nicola Bulgari;2,0;83;
1554;1730;1554;David Booth;2,0;78;
1555;1953;1555;Nicola Leibinger-Kammueller;2,0;64;
1556;1951;1555;Peter Leibinger;2,0;57;
1557;1952;1555;Regine Leibinger;2,0;61;
1558;1655;1558;Alejandro Bulgheroni;2,0;79;
1559;1161;1559;Wong Man Li;2,0;58;
1560;1820;1560;Jack Cockwell;2,0;83;
1561;2190;1561;Kristo Kaeaermann;2,0;43;
1562;1576;1562;Mika Anttonen;2,0;57;
1563;1744;1563;Gerry Harvey;2,0;84;
1564;1611;1564;Somsri Lamsam;2,0;;
1565;1845;1565;William Koch;2,0;83;
1566;1563;1566;Larry Tanenbaum;2,0;78;
1567;1608;1567;Richard Kayne;2,0;78;
1568;2336;1568;Scott Nuttall;2,0;51;
1569;1554;1569;P.V. Krishna Reddy;2,0;54;
1570;1542;1570;Liang Zhaoxian;1,9;59;
1571;1616;1571;Strive Masiyiwa;1,9;63;
1572;1633;1572;Elizabeth Sy;1,9;71;
1573;2184;1573;Alexander Karp;1,9;56;
1574;1543;1574;Lin Fanlian;1,9;62;
1575;1008;1575;Lin Xiucheng and family;1,9;68;
1576;1606;1576;Hui Wing Mau;1,9;73;
1577;1564;1577;Wichai Thongtang;1,9;77;
1578;1747;1578;Jay Hennick;1,9;67;
1579;1045;1579;Li Jianquan and family;1,9;67;
1580;1138;1580;Liang Yunchao;1,9;55;
1581;1319;1581;Samuel Chen;1,9;74;
1582;2024;1582;Girdhari Lal Bawri;1,9;76;
1583;1791;1583;Wang Chou-hsiong;1,9;83;
1584;1365;1584;Xu Shugen;1,9;58;
1585;1716;1585;Evan Williams;1,9;51;
1586;1659;1586;Tim Cook;1,9;63;
1587;2297;1587;Anthony Hall;1,9;68;
1588;1545;1588;Bill Malhotra;1,9;74;
1589;1550;1589;Oei Hong Leong;1,9;75;
1590;3176;1590;Zhang Xinghai and family;1,9;61;
1591;1623;1591;G. Rajendran;1,9;81;
1592;1718;1592;Thomas Wu;1,9;73;
1593;1625;1593;Larry Robbins;1,9;54;
1594;1639;1594;Wang Chaobin;1,9;68;
1595;1676;1595;Koo Kwang-mo;1,9;46;
1596;1970;1596;Stefan Olsson;1,9;75;
1597;2008;1597;Weng Xianding;1,9;62;
1598;1950;1598;Spiro Latsis and family;1,9;77;
1599;1692;1599;Maike Oberwelland-Height;1,9;;
1600;1378;1600;Dong Wei;1,9;53;
1601;1750;1601;Hal Jackman;1,9;91;
1602;1729;1602;Bang Si-hyuk;1,9;51;
1603;1592;1603;James Dinan;1,9;64;
1604;1640;1604;Wang Ren-sheng;1,9;92;
1605;1415;1605;Henry Swieca;1,9;66;
1606;1023;1606;Gang Ye;1,9;43;
1607;1978;1607;Duke Reyes;1,9;66;
1608;1320;1608;Chu Lam Yiu;1,9;54;
1609;1194;1609;Peter Lim;1,9;70;
1610;2304;1610;Sam Hupert;1,9;69;
1611;1613;1611;David Lichtenstein;1,9;62;
1612;1607;1612;Scott Kapnick;1,9;64;
1613;1667;1613;Jayme Garfinkel and family;1,9;78;
1614;1842;1614;Sergei Katsiev;1,9;66;
1615;2143;1615;Banwari Lal Bawri;1,9;70;
1616;2135;1616;Rajendra Agarwal;1,9;64;
1617;1687;1617;David Mindus;1,9;52;
1618;3177;1618;Chow Shing Yuk;1,9;46;
1619;1602;1619;Roberto Ramirez;1,9;81;
1620;1657;1620;Binod Chaudhary;1,8;68;
1621;1528;1621;Mario Germano Giuliani;1,8;51;
1622;1106;1622;Suhail Bahwan;1,8;85;
1623;1468;1623;Thomas Kwok;1,8;72;
1624;2133;1624;A. Jayson Adair;1,8;54;
1625;1817;1625;Chey Tae-won;1,8;63;
1626;1751;1626;Pavan Jain;1,8;72;
1627;1101;1627;Wong Luen Hei;1,8;62;
1628;2358;1628;Sytse   Sid   Sijbrandij;1,8;44;
1629;1562;1629;Otto Toto Sugiri;1,8;70;
1630;2263;1630;Michael Arougheti;1,8;51;
1631;1800;1631;David Zalik;1,8;50;
1632;1713;1632;Martin Viessmann;1,8;70;
1633;1775;1633;Mrudula Parekh;1,8;76;
1634;1715;1634;Todd Wagner;1,8;63;
1635;1748;1635;Ilkka Herlin;1,8;65;
1636;1774;1636;Alberto Palatchi;1,8;74;
1637;853;1637;Somphote Ahunai;1,8;56;
1638;1815;1638;Chen Tianshi;1,8;39;
1639;1539;1639;Martin Lau;1,8;50;
1640;1475;1640;Sergey Lomakin;1,8;50;
1641;1661;1641;John de Mol;1,8;68;
1642;1569;1642;Zhang Fan;1,8;58;
1643;1694;1643;Benjamin Zhengmin Pan and family;1,8;54;
1644;1723;1644;Alan Zekelman;1,8;61;
1645;1617;1645;Robert Miller;1,8;90;
1646;1670;1646;Brian Higgins;1,8;58;
1647;1679;1646;Joe Lau;1,8;34;
1648;1714;1646;Nikil Viswanathan;1,8;36;
1649;1654;1646;O. Francis Biondi;1,8;59;
1650;1658;1646;Parker Conrad;1,8;43;
1651;1466;1651;Artem Khachatryan;1,8;49;
1652;1435;1652;Travis Boersma;1,8;53;
1653;1668;1653;Christopher Goldsbury;1,8;81;
1654;1726;1654;Marc Andreessen;1,8;52;
1655;1675;1655;Valentin Kipyatkov;1,8;47;
1656;2840;1656;Fred Ehrsam;1,8;35;
1657;2408;1657;Joseph Bae;1,8;52;
1658;1685;1658;Gary Michelson;1,8;75;
1659;2538;1659;Zhu Zhaojiang;1,8;50;
1660;1604;1660;Hu Rongda and family;1,8;65;
1661;1861;1661;Liora Ofer;1,8;70;
1662;1711;1662;Riaz Valani;1,8;47;
1663;2274;1663;Jeffrey Cheah;1,8;78;
1664;1650;1664;Leslie Alexander;1,8;80;
1665;2350;1665;Bennett Rosenthal;1,8;60;
1666;2307;1666;David Kaplan;1,8;56;
1667;1688;1667;Adriaan Mol;1,8;39;
1668;1652;1668;Sabrina Benetton;1,8;50;
1669;1665;1669;James France;1,8;79;
1670;2136;1670;Chirayu Amin;1,8;77;
1671;1686;1671;Robert G. Miller;1,8;78;
1672;1926;1672;Mohammed Dewji;1,8;48;
1673;621;1673;Xu Jinfu and family;1,8;60;
1674;1505;1674;Wei Ing-Chou;1,8;70;
1675;1919;1675;Safra Catz;1,8;62;
1676;2485;1676;Pawan Munjal;1,8;69;
1677;3178;1677;Shunsaku Sagami;1,8;32;
1678;2221;1678;Satish Reddy;1,8;56;
1679;1596;1679;Faruk Eczacibasi;1,8;69;
1680;2359;1680;Alexander Sixt;1,8;44;
1681;2360;1680;Konstantin Sixt;1,8;41;
1682;1660;1682;Mark Coombs;1,8;63;
1683;1690;1683;Ezra Nahmad;1,8;78;
1684;1506;1684;Wei Yin-Chun;1,7;66;
1685;1507;1684;Wei Yin-Heng;1,7;65;
1686;1508;1684;Wei Ying-Chiao;1,7;68;
1687;2228;1687;James Scapa;1,7;67;
1688;1515;1688;Zhao Tao;1,7;58;
1689;1731;1689;Jim Breyer;1,7;62;
1690;1735;1690;Marek Dospiva;1,7;54;
1691;1442;1691;Chi Yufeng;1,7;53;
1692;761;1692;Su Qingcan;1,7;55;
1693;1395;1693;Harald Link;1,7;69;
1694;1728;1694;Lesley Bamberger;1,7;58;
1695;1990;1695;Terry Snow;1,7;80;
1696;2882;1696;Shao Qinxiang;1,7;69;
1697;2308;1697;Kim Kardashian;1,7;43;
1698;3179;1698;Don Levin;1,7;73;
1699;2531;1699;Yeh Kuo-I;1,7;82;
1700;3180;1700;William Foley II;1,7;79;
1701;1727;1701;Giovanni Arvedi;1,7;86;
1702;1666;1702;Phillip Frost;1,7;87;
1703;797;1703;Huang Yi;1,7;62;
1704;1737;1704;John Elkann;1,7;48;
1705;1531;1705;Hu Yangzhong;1,7;58;
1706;2109;1706;Wilma Tisch;1,7;96;
1707;2331;1707;Lorinc Meszaros;1,7;57;
1708;1648;1708;Will Adderley;1,7;51;
1709;1367;1709;Zhang Jingzhang and family;1,7;88;
1710;3181;1710;Qian Dongqi;1,7;66;
1711;2183;1711;Zbigniew Juroszek and family;1,7;61;
1712;881;1712;Chen Shibin;1,7;57;
1713;1524;1713;Phongthep Chiaravanont;1,7;72;
1714;1897;1714;Steven Meng Yang and family;1,7;41;
1715;1793;1715;Tom Werner;1,7;73;
1716;1296;1716;Jinxing Qi;1,7;61;
1717;1742;1717;John Goff;1,7;68;
1718;1594;1718;Fritz Draexlmaier;1,7;;
1719;1699;1719;Vinod Saraf;1,7;71;
1720;1408;1720;Chad Richison;1,7;53;
1721;2049;1721;Rameshchandra Jain;1,7;75;
1722;1696;1722;Ronald Perelman;1,7;81;
1723;1969;1723;John Ocampo;1,7;64;
1724;1776;1724;Dragos Paval;1,7;57;
1725;1477;1725;Melissa Ma;1,7;;
1726;3182;1726;Kwak Dong-shin;1,7;49;
1727;1753;1727;Osman Kibar;1,7;52;
1728;2082;1728;Yoshiko Mori;1,7;83;
1729;1946;1729;Kim Jun-ki;1,7;79;
1730;1712;1730;Pieter van der Does;1,7;54;
1731;1649;1731;Faisal Bin Qassim Al Thani;1,7;76;
1732;1048;1732;Liu Xiaodong;1,7;56;
1733;2187;1733;Kagemasa Kozuki;1,7;83;
1734;1868;1734;Andres Santo Domingo;1,7;45;
1735;1766;1735;Jimmy John Liautaud;1,7;60;
1736;1587;1736;Manas Chiaravanond;1,7;;
1737;1770;1737;Duncan MacMillan;1,7;86;
1738;2065;1738;Manfredi Lefebvre d  Ovidio and family;1,7;70;
1739;1402;1739;Ni Yongpei and family;1,7;72;
