ID;User_ID;Rank_2024_01;Person;net_worth_in_BillionUSD_2024_01;Age_of_person_2024_01;
2284;2278;2284;Darwin Deason;1,2;83;
2285;2107;2285;Anand Surana;1,2;52;
2286;2108;2285;Dilip Surana;1,2;58;
2287;2413;2287;Stephane Bonvin;1,2;57;
2288;2203;2288;Yasseen Mansour;1,2;62;
2289;3219;2289;Magic Johnson;1,2;64;
2290;1804;2290;Noubar Afeyan;1,2;61;
2291;2387;2291;Wu Chung-yi;1,2;68;
2292;2763;2292;Nan Cunhui;1,2;60;
2293;2622;2293;Kenzo Tsujimoto;1,2;83;
2294;1145;2294;Pan Dong;1,2;59;
2295;2528;2295;Yao Hsiao Tung;1,2;84;
2296;2099;2296;Igor Rybakov;1,2;51;
2297;2053;2296;Sergei Kolesnikov;1,2;51;
2298;3220;2298;Max Levchin;1,2;48;
2299;2081;2299;Miao Yongjun;1,2;56;
2300;2270;2300;Thomas Bailey;1,2;87;
2301;1767;2301;Lin Lairong and family;1,2;55;
2302;2838;2302;Chen Huxiong;1,2;53;
2303;3221;2303;Azad Moopen;1,2;70;
2304;2084;2304;Tadako Nakatani;1,2;;
2305;2383;2305;J. Wayne Weaver;1,2;88;
2306;2597;2306;Michiel Le Roux;1,2;74;
2307;2453;2307;Christian Herz;1,2;;
2308;2454;2307;Michaela Herz;1,2;;
2309;2376;2309;Ruben Vardanyan and family;1,2;55;
2310;2421;2310;Giuliana Caprotti;1,2;83;
2311;2422;2310;Marina Caprotti;1,2;46;
2312;3222;2312;Wang Xiaokun;1,2;41;
2313;2259;2313;Sanjay Agarwal;1,2;53;
2314;2126;2314;Zhang Keqiang;1,2;63;
2315;2580;2315;Hedda im Brahm-Droege;1,2;69;
2316;2305;2316;Mohammed Ibrahim;1,2;77;
2317;2516;2317;Wan Long;1,2;83;
2318;2116;2318;Anne Werninghaus;1,2;38;
2319;3061;2319;Andrew Karam;1,2;41;
2320;2781;2320;Ernest Garcia  III;1,1;41;
2321;3223;2321;Li Qiong;1,1;46;
2322;3224;2322;Taylor Swift;1,1;34;
2323;3225;2323;Bent Jensen;1,1;72;
2324;2635;2324;Yi Xianzhong and family;1,1;64;
2325;2471;2325;Andrei Kosogov;1,1;62;
2326;1458;2326;Jane Goldman;1,1;68;
2327;2213;2327;Kazuo Okada;1,1;81;
2328;2240;2328;Clemens Toennies;1,1;67;
2329;2241;2328;Robert Toennies;1,1;45;
2330;2490;2330;Adrian Paval;1,1;55;
2331;2043;2331;Alfredo Harp Helu and family;1,1;79;
2332;2440;2332;Paul Fireman;1,1;79;
2333;2443;2333;Donald Friese;1,1;83;
2334;2418;2334;Pradip Burman;1,1;81;
2335;2031;2335;Chua Thian Poh;1,1;75;
2336;2378;2336;Thongma Vijitpongpun;1,1;66;
2337;2388;2337;Eugene Wu;1,1;78;
2338;3226;2338;Girdhari Jaisinghani;1,1;79;
2339;3086;2339;Analjit Singh;1,1;70;
2340;3227;2340;Chung Mong-joon;1,1;72;
2341;2127;2341;Zhang Xin;1,1;58;
2342;2381;2342;Wang Shih-Chung;1,1;62;
2343;2348;2343;Andrei Rappoport;1,1;60;
2344;2477;2344;Norma Lerner;1,1;87;
2345;2311;2345;Alexander Klyachin;1,1;56;
2346;1848;2346;Robert Langer;1,1;75;
2347;3228;2347;Nie Tengyun and family;1,1;48;
2348;2968;2348;David Fattal and family;1,1;66;
2349;2243;2349;Pongsak Viddayakorn;1,1;89;
2350;2608;2350;Stanley Motta;1,1;78;
2351;3048;2351;Richard Fairbank;1,1;73;
2352;2280;2352;Ashwin Desai;1,1;72;
2353;1024;2353;Ye Xiaoping;1,1;61;
2354;2476;2354;Nancy Lerner;1,1;63;
2355;2410;2355;Sara Blakely;1,1;52;
2356;2611;2356;Vera Rechulski Santo Domingo;1,1;75;
2357;2062;2357;Raymond Kwok;1,1;70;
2358;2519;2358;Allan Wong;1,1;73;
2359;2478;2359;Randolph Lerner;1,1;61;
2360;1248;2360;Lu Yiwen;1,1;37;
2361;2589;2361;Muhammed Aziz Khan;1,1;68;
2362;1540;2362;Li Min;1,1;58;
2363;2111;2363;Wang Jilei;1,1;59;
2364;2563;2364;Mark Dixon;1,1;64;
2365;2496;2365;Helena Revoredo;1,1;76;
2366;3229;2366;Pedro Grendene Bartelle;1,1;74;
2367;2227;2367;Hajime Satomi;1,1;82;
2368;3230;2368;Kenneth Lo;1,1;85;
2369;2427;2369;Tony Chen;1,1;74;
2370;2461;2370;Nikhil Kamath;1,1;37;
2371;2261;2371;Joao Alves de Queiroz Filho;1,1;71;
2372;2525;2372;Xiu Laigui;1,1;69;
2373;2412;2373;Henadiy Boholyubov;1,1;62;
2374;2475;2374;Lee Joong-keun;1,1;83;
2375;2206;2375;Yves-Loic Martin;1,1;58;
2376;1778;2376;Dmitry Pumpyansky;1,1;59;
2377;2229;2377;Stephan Schnabel;1,1;49;
2378;1510;2378;Xu Xudong and family;1,1;53;
2379;3231;2379;Jiang Zhaobai;1,1;60;
2380;2572;2380;Stelios Haji-Ioannou;1,1;56;
2381;2510;2381;Tang Aoqi and family;1,1;78;
2382;2448;2382;Cristina Green;1,1;;
2383;2449;2382;Philip Green;1,1;;
2384;2445;2384;Rahul Gautam;1,1;71;
2385;3232;2385;James Truchard;1,1;80;
2386;3233;2386;Femi Otedola;1,1;61;
2387;2455;2387;David Hindawi;1,1;79;
2388;2462;2388;Jonas Kamprad;1,1;57;
2389;2463;2388;Mathias Kamprad;1,1;54;
2390;2446;2390;David Golub;1,1;61;
2391;2501;2390;Michael Spencer;1,1;68;
2392;2415;2390;Ryan Breslow;1,1;29;
2393;2303;2393;Huang Guanlin;1,1;59;
2394;2891;2394;Zhang Yubai;1,1;59;
2395;2559;2395;John Christodoulou;1,1;58;
2396;1256;2396;Qiu Minxiu;1,1;78;
2397;2013;2397;Xu Zhihan;1,1;51;
2398;3234;2398;Lalit Khaitan;1,1;80;
2399;1271;2399;Ye Guofu;1,1;46;
2400;3235;2400;Benny Suherman;1,1;76;
2401;2596;2401;Lev Kvetnoi;1,1;58;
2402;2588;2402;Brad Keywell;1,1;54;
2403;2606;2403;Andrei Molchanov;1,1;52;
2404;1440;2404;Cao Ji;1,1;72;
2405;2439;2405;Gleb Fetisov;1,1;57;
2406;2778;2406;Zhang Shilong and family;1,1;58;
2407;2491;2407;Antonio Percassi;1,1;70;
2408;1900;2408;Yu Lili;1,1;56;
2409;2512;2409;Tsao Ter-fung;1,1;77;
2410;2436;2410;Gabriel Escarrer;1,1;88;
2411;3073;2411;Lv Yongxiang;1,1;74;
2412;2185;2412;Joe Kiani;1,1;59;
2413;2416;2413;Thomas Bruch;1,1;73;
2414;2529;2414;Ye Qiongjiu;1,1;69;
2415;3236;2415;Pradeep Rathod;1,1;59;
2416;1047;2416;Li Xiaohua and family;1,1;62;
2417;2406;2417;Farkhad Akhmedov;1,1;68;
2418;2137;2418;Anant Asavabhokhin;1,1;73;
2419;2470;2419;Koo Bon-sik;1,1;65;
2420;1529;2420;Amy Goldman Fowler;1,1;69;
2421;2472;2421;Yogesh Kothari;1,1;75;
2422;2353;2422;Francesco Saputo;1,1;;
2423;2238;2423;Konstantin Strukov and family;1,1;65;
2424;2806;2424;Sun Hongbin;1,1;61;
2425;1862;2425;Stefan Pierer;1,1;67;
2426;2598;2426;Li Wanqiang;1,1;46;
2427;2464;2427;Peter Kamprad;1,1;59;
2428;1493;2428;Shi Yifeng;1,1;50;
2429;2414;2429;Oleg Boyko;1,1;59;
2430;2520;2430;Tiger Woods;1,1;48;
2431;2504;2431;Manny Stul;1,1;74;
2432;3237;2432;Takanori Nakamura;1,1;51;
2433;2150;2433;Chang Jianming and family;1,1;58;
2434;2571;2434;Clelia Haji-Ioannou;1,1;53;
2435;2629;2435;Wen Pengcheng and family;1,1;61;
2436;2396;2436;Vadim Yakunin;1,1;61;
2437;2616;2437;Petter Stordalen and family;1,1;61;
2438;2919;2438;Sergio Fogel;1,1;60;
2439;3238;2439;Taavet Hinrikus;1,1;41;
2440;1999;2440;Prachak Tangkaravakoon;1,1;79;
2441;2576;2441;Hong Feng;1,1;47;
2442;3239;2442;Weijian Shan;1,1;70;
2443;2086;2443;Niti Osathanugrah;1,1;50;
2444;2911;2444;Yang Tingdong;1,1;63;
2445;1757;2445;Mustafa Kucuk;1,1;60;
2446;2914;2446;Andres Bzurovski Bay;1,1;46;
2447;2051;2447;Kim Taek-jin;1,1;56;
2448;2233;2448;Denis Shtengelov;1,1;51;
2449;3118;2449;Larry Fink;1,1;71;
2450;2397;2450;Yang Yunyun;1,1;47;
2451;3240;2451;John Lim;1,1;67;
2452;1536;2452;Diane Kemper;1,1;78;
2453;1586;2453;Chen Zhisong;1,0;58;
2454;2173;2454;Hoi Kin Hong;1,0;71;
2455;2582;2455;LeBron James;1,0;39;
2456;2224;2456;Seifeddin Rustamov;1,0;61;
2457;2594;2457;Michael Kum;1,0;79;
2458;2417;2458;Marina Budiman;1,0;62;
2459;2492;2459;Kevin Plank;1,0;51;
2460;2038;2460;Lance Gokongwei;1,0;56;
2461;2532;2461;Yu Faxiang;1,0;52;
2462;3059;2462;Subba Rao Jasti;1,0;97;
2463;3241;2463;Jeff Sprecher;1,0;68;
2464;2877;2464;Dulce Pugliese de Godoy Bueno;1,0;76;
2465;1760;2465;Lai Jianfa;1,0;;
2466;1959;2466;Liu Xiucai and family;1,0;66;
2467;2138;2467;Roman Avdeev;1,0;56;
2468;1483;2468;Mu Rongjun;1,0;44;
2469;2409;2469;Abigail Bennett;1,0;43;
2470;3242;2470;Michelle Zatlyn;1,0;44;
2471;2591;2471;Ihor Kolomoyskyy;1,0;60;
2472;2579;2472;Danilo Iervolino;1,0;45;
2473;2419;2473;Cai Hongbin;1,0;;
2474;2309;2474;Ke Guihua;1,0;58;
2475;3065;2475;Robert Knauf;1,0;;
2476;2033;2476;Chris Ellison;1,0;66;
2477;3064;2477;Martin Knauf;1,0;;
2478;2444;2478;Gan Zhongru;1,0;75;
2479;2484;2479;Soichiro Minami;1,0;47;
2480;2072;2480;Liu Ming Chung;1,0;61;
2481;3243;2481;Zhao Hongfei;1,0;49;
2482;1533;2482;Huang Qiaoling;1,0;65;
2483;2542;2483;Ryuji Arai;1,0;77;
2484;2555;2484;Tianqiao Chen;1,0;50;
2485;3244;2485;Pantas Sutardja;1,0;;
2486;2621;2486;David Tran and family;1,0;78;
2487;2936;2487;Xu Wanmao;1,0;79;
2488;2550;2488;Edouard Carmignac;1,0;76;
2489;2615;2489;Scott Smith;1,0;74;
2490;2583;2490;Johan Johannson;1,0;57;
2491;3074;2491;Michael McCain;1,0;;
2492;3245;2492;Guilherme Peirao Leal;1,0;73;
2493;2540;2493;Manohar Lal Agarwal;1,0;69;
2494;3246;2494;Xiang Wenbo;1,0;61;
2495;3002;2495;Luigi Cremonini and family;1,0;84;
2496;2434;2496;Shlomo Eliahu;1,0;88;
2497;1961;2497;Lu Zongjun;1,0;60;
2498;2638;2498;Zhang Gongyun;1,0;61;
2499;2092;2499;Qian Jinghong;1,0;51;
2500;1855;2500;Liang Qin and family;1,0;52;
2501;2070;2501;Liu Fangyi;1,0;;
2502;2329;2502;Mao Zhongwu;1,0;61;
2503;3247;2503;Arthur Xiaobo Hong;1,0;52;
2504;3248;2504;Lee Jay-hyun;1,0;63;
2505;2590;2505;Kim Jung-woong;1,0;49;
2506;2566;2506;Benedicte Find;1,0;69;
2507;2609;2507;Tyler Perry;1,0;54;
2508;3057;2508;Huang Jiangji;1,0;;
2509;2547;2509;Ana Maria Brescia Cafferata;1,0;99;
2510;2603;2509;Apoorva Mehta;1,0;37;
2511;1209;2509;Michael S. Smith;1,0;68;
2512;2584;2509;Morris Kahn;1,0;94;
2513;2595;2509;Richard Kurtz;1,0;83;
2514;2898;2514;Lim Wee Chai;1,0;66;
2515;3109;2515;Krishna Kumar Bangur;1,0;63;
2516;2255;2516;Peng Zhao;1,0;53;
2517;2214;2517;John Oyler;1,0;55;
2518;3249;2518;Liang Guangwei;1,0;60;
2519;2626;2519;Wang Jianfeng and family;1,0;;
2520;3250;2520;Zhang Changhong;0,9;65;
2521;2852;2521;Kanye West;0,4;46;
2522;3251;2522;Elizabeth Holmes;0,0;40;
2523;2699;2522;Gary Wang;0,0;30;
2524;426;2522;Rene Benko;0,0;46;
2525;2654;2522;Sam Bankman-Fried;0,0;31;
