ID;User_ID;Table_rank_2022;Person;net_worth_in_BillionUSD_2024_02;Age_of_person_2024_02
1;1;1;Bernard Arnault and family;229,6;74
2;2;2;Elon Musk;210;52
3;3;3;Jeff Bezos;197,7;60
4;16;4;Mark Zuckerberg;172,5;39
5;4;5;Larry Ellison;139,9;79
6;5;6;Warren Buffett;134,7;93
7;6;7;Bill Gates;128,1;68
8;10;8;Steve Ballmer;122,8;67
9;12;9;Larry Page;116,3;50
10;9;10;Mukesh Ambani;114,4;66
11;14;11;Sergey Brin;111,8;50
12;7;12;Michael Bloomberg;106,2;82
13;13;13;Amancio Ortega;102,9;87
14;8;14;Carlos Slim Helu and family;101,4;84
15;11;15;Francoise Bettencourt Meyers and family;96,9;70
16;24;16;Gautam Adani;83,6;61
17;3125;17;Jim Walton and family;76,9;75
18;23;18;Michael Dell;76,3;59
19;20;19;Rob Walton and family;76;79
20;21;20;Alice Walton;70,8;74
21;76;21;Jensen Huang;69,9;61
22;15;22;Zhong Shanshan;65,9;69
23;22;23;David Thomson and family;64,9;66
24;18;24;Julia Koch and family;61;61
25;17;25;Charles Koch and family;55,7;88
26;45;26;Colin Huang;43,9;44
27;26;27;Zhang Yiming;43,4;40
28;29;28;Klaus-Michael Kuehne;43,1;86
29;25;29;Phil Knight and family;42,4;86
30;39;30;Tadashi Yanai and family;41,6;75
31;502;31;Prajogo Pangestu;41,6;79
32;30;32;Giovanni Ferrero;39,4;59
33;37;33;Mark Mateschitz;39,2;31
34;27;34;Dieter Schwarz;38,7;84
35;32;35;John Mars;38,6;88
36;31;35;Jacqueline Mars;38,6;84
37;36;37;Ken Griffin;38,3;55
38;42;38;Gerard Wertheimer;38,2;73
39;41;38;Alain Wertheimer;38,2;75
40;50;40;Stephen Schwarzman;38,1;77
41;55;41;Shiv Nadar;37,1;78
42;33;42;Li Ka-shing;37;95
43;35;43;Miriam Adelson and family;36,2;78
44;60;44;MacKenzie Scott;35,8;53
45;57;45;Thomas Peterffy;34,2;79
46;53;46;William Ding;34,1;52
47;46;47;Reinhold Wuerth and family;33,6;88
48;40;48;Len Blavatnik;32,5;66
49;28;49;Francois Pinault and family;31,9;87
50;34;50;Ma Huateng;30,7;52
51;49;51;Jim Simons;30,7;85
52;96;52;Savitri Jindal and family;30,4;73
53;52;53;Gina Rinehart;30,1;70
54;44;54;Rafaela Aponte-Diamant;29,7;78
55;43;54;Gianluigi Aponte;29,7;83
56;72;56;Abigail Johnson;29,5;62
57;73;57;Leonid Mikhelson and family;29;68
58;48;58;Jeff Yass;28,9;65
59;69;59;Masayoshi Son;28,1;66
60;47;60;Lee Shau Kee;27,8;96
61;74;61;Lukas Walton;27,5;37
62;59;62;Stefan Quandt;27,4;57
63;56;63;Low Tuck Kwong;27,3;75
64;176;64;Eduardo Saverin;27,1;41
65;54;65;German Larrea Mota Velasco and family;27;70
66;184;66;Vinod Adani;27;75
67;80;67;Vagit Alekperov;26,5;73
68;51;68;Susanne Klatten;26,5;61
69;112;69;Dilip Shanghvi;26,1;68
70;70;70;Vladimir Lisin;26;67
71;92;71;Daniel Gilbert;26;62
72;61;72;R. Budi Hartono;25,8;83
73;65;73;Iris Fontbona and family;25,7;81
74;3126;74;Thomas Frist Jr and family;25,2;85
75;71;75;Emmanuel Besnier;25,1;53
76;91;76;Gennady Timchenko;25;71
77;3128;77;John Menard Jr;24,9;84
78;58;78;Andrey Melnichenko and family;24,9;51
79;66;79;Michael Hartono;24,8;84
80;63;80;Jack Ma;24,6;59
81;182;81;Autry Stephens;24,3;85
82;64;82;He Xiangjian and family;24,1;81
83;62;83;Vladimir Potanin;23,7;63
84;38;84;Robin Zeng;23,7;55
85;131;85;Diane Hendricks;23,1;76
86;79;86;Alexey Mordashov and family;22,9;58
87;86;87;Eyal Ofer;21,9;73
88;89;88;Harold Hamm and family;21,9;78
89;68;89;Cyrus Poonawalla;21,8;82
90;78;90;Takemitsu Takizaki;21,7;78
91;100;91;Vicky Safra and family;20,7;71
92;90;92;David Tepper;20,6;66
93;253;93;Kushal Pal Singh;20,5;92
94;105;94;Eric Schmidt;20,3;68
95;94;95;Steve Cohen;19,8;67
96;99;96;Rupert Murdoch and family;19,2;92
97;124;97;Kumar Birla;19,2;56
98;3252;98;Andrew Forrest and family;18,7;62
99;97;99;Donald Bren;18;91
100;226;100;Dustin Moskovitz;17,9;39
101;195;101;Rick Cohen and family;17,6;71
102;114;102;Radhakishan Damani;17,5;69
103;84;103;Eric Li;17,4;60
104;104;104;Stefan Persson;17;76
105;102;105;Renata Kellnerova and family;16,5;56
106;93;106;Lakshmi Mittal;16,4;73
107;67;107;James Ratcliffe;16,3;71
108;130;108;John Fredriksen;16,3;79
109;137;109;Harry Triguboff;16,2;90
110;117;110;David Green and family;16,1;82
111;110;111;Jorge Paulo Lemann and family;16;84
112;234;112;Ravi Jaipuria;16;69
113;132;113;Jan Koum;16;48
114;108;114;Karl Albrecht Jr. and family;16;
115;109;114;Beate Heister;16;
116;106;116;Michael Platt;16;55
117;139;117;Stanley Kroenke;15,7;76
118;173;118;David Duffield;15,7;83
119;127;119;Idan Ofer;15,6;68
120;111;120;Peter Woo;15,5;77
121;185;121;Nicolas Puech;15,5;81
122;83;122;Ray Dalio;15,4;74
123;87;123;Qin Yinglin;15,3;58
124;161;124;Philip Anschutz;15,3;84
125;238;125;Andreas von Bechtolsheim and family;15,1;68
126;77;126;Leonard Lauder;15,1;90
127;169;127;Changpeng Zhao;15;47
128;103;128;Li Xiting;14,9;73
129;170;129;Andrew Beal;14,8;71
130;134;130;George Kaiser;14,5;81
131;88;131;Wang Chuanfu;14,4;58
132;122;132;Alisher Usmanov;14,4;70
133;3129;133;Theo Albrecht Jr and family;14,2;73
134;75;134;Wang Wei;14,1;53
135;287;135;Henry Samueli;14;69
136;232;136;Leon Black;13,8;72
137;133;137;Jerry Jones;13,8;81
138;429;138;Jay Chaudhry;13,8;64
139;125;139;Aliko Dangote;13,5;66
140;163;140;Ricardo Salinas Pliego and family;13,5;68
141;157;141;Giorgio Armani;13,4;89
142;178;142;Christy Walton;13,4;75
143;119;143;Charlene de Carvalho-Heineken and family;13,3;69
144;145;144;Laurene Powell Jobs and family;13,3;60
145;171;145;Mike Cannon-Brookes;13,2;44
146;142;146;Dang Yanbao;13,1;51
147;135;147;Joseph Lau;13,1;72
148;138;148;Uday Kotak;13;64
149;179;149;Scott Farquhar;12,9;44
150;215;150;David Cheriton;12,7;72
151;252;151;George Roberts;12,7;80
152;140;152;Mikhail Fridman;12,7;59
153;174;153;Jeffery Hildebrand;12,6;64
154;381;154;John Tu;12,5;82
155;379;155;David Sun;12,5;72
156;116;156;Dhanin Chearavanont;12,2;84
157;123;157;Goh Cheng Liang;12,1;96
158;126;158;Kwong Siu-hing;12,1;94
159;129;159;Lui Che Woo;12;94
160;212;160;Azim Premji;12;78
161;3130;161;Edward Johnson IV;11,9;59
162;224;162;John Doerr;11,9;72
163;3131;163;Henry Nicholas III;11,8;64
164;385;164;Dan Cathy;11,8;70
165;384;164;Bubba Cathy;11,8;69
166;386;164;Trudy Cathy White;11,8;68
167;144;167;Shahid Khan;11,8;73
168;153;168;Israel Englander;11,8;75
169;235;169;Hasso Plattner and family;11,8;80
170;158;170;Johann Rupert and family;11,8;73
171;136;171;Lu Xiangyang;11,7;61
172;303;172;Henry Kravis;11,6;80
173;214;173;Eric Smidt;11,6;64
174;143;174;Jiang Rensheng and family;11,5;70
175;152;175;Michael Rubin;11,5;51
176;148;176;Pavel Durov;11,5;39
177;177;177;Georg Schaeffler;11,3;59
178;121;178;Wei Jianjun and family;11,3;59
179;168;179;Sky Xu;11,2;40
180;165;180;Robert Kraft;11,1;82
181;164;181;Donald Newhouse;11,1;94
182;271;182;Jay Y. Lee;11,1;55
183;192;183;Lei Jun;11;54
184;189;184;Melker Schorling and family;11;76
185;146;185;Robert Kuok;11;100
186;391;186;Melinda French Gates;11;59
187;156;187;Mikhail Prokhorov;10,9;58
188;115;188;Huang Shilin;10,9;57
189;206;189;Brian Chesky;10,8;42
190;620;190;David Velez and family;10,8;42
191;166;191;Marcel Herrmann Telles and family;10,8;74
192;332;192;Marc Benioff;10,7;59
193;167;193;Suleiman Kerimov and family;10,7;57
194;756;194;Li Xiang;10,7;42
195;237;195;Manuel Villar;10,7;74
196;517;196;Barry Lam;10,6;74
197;233;197;Graeme Hart;10,6;68
198;193;198;Friedhelm Loh;10,5;77
199;118;199;Charoen Sirivadhanabhakdi;10,5;79
200;175;200;Viktor Rashnikov;10,5;75
201;172;201;Carl Cook;10,5;61
202;263;202;Bernard Marcus;10,5;94
203;264;203;Patrick Ryan;10,4;86
204;631;204;Mangal Prabhat Lodha;10,4;68
205;155;205;Anthony Pratt;10,4;63
206;440;206;Antony Ressler;10,4;63
207;159;207;Gong Hongjia and family;10,3;59
208;537;208;Alexander Gerko;10,2;44
209;261;209;Nathan Blecharczyk;10,2;40
210;162;210;Judy Love and family;10,2;86
211;209;211;Antonia Axson Johnson and family;10,1;80
212;147;212;Stephen Ross;10,1;83
213;500;213;Elizabeth Johnson;10,1;60
214;277;214;Li Shuirong and family;10;67
215;305;215;James Goodnight;10;81
216;141;216;Sarath Ratanavadi;10;58
217;183;217;Liu Yongxing;9,9;75
218;579;218;Yu Yong;9,9;63
219;270;219;Nancy Walton Laurie;9,9;72
220;180;220;Quek Leng Chan;9,9;82
221;211;221;John Malone;9,9;82
222;154;222;Viatcheslav Kantor;9,8;70
223;240;223;Ann Walton Kroenke;9,8;75
224;187;224;Rodolphe Saade;9,8;53
225;188;224;Tanya Saade Zeenny;9,8;56
226;3132;224;Jacques Saade Jr;9,8;52
227;213;227;Charles Schwab;9,7;86
228;207;228;James Dyson;9,7;76
229;203;229;Jim Pattison;9,7;95
230;208;230;Roman Abramovich and family;9,7;57
231;201;231;Victoria Mars;9,7;67
232;199;231;Pamela Mars;9,7;63
233;198;231;Marijke Mars;9,7;59
234;200;231;Valerie Mars;9,7;65
235;150;235;Thomas Struengmann and family;9,7;74
236;149;235;Andreas Struengmann and family;9,7;74
237;202;237;Vincent Bollore and family;9,6;71
238;339;238;Rohiqa Cyrus Mistry;9,6;56
239;340;238;Shapoor Mistry;9,6;59
240;191;240;Michael Kim;9,6;60
241;258;241;Tilman Fertitta;9,6;66
242;335;242;Jack Dangermond;9,6;78
243;160;243;Zhang Zhidong;9,6;52
244;204;244;Ernesto Bertarelli;9,5;58
245;246;245;John Morris;9,5;75
246;256;246;Laurent Dassault;9,5;70
247;257;246;Thierry Dassault;9,5;66
248;259;246;Marie-Helene Habert-Dassault;9,5;58
249;293;249;Joe Gebbia;9,5;42
250;477;250;Ludwig Merckle;9,4;59
251;190;251;Andrei Guryev and family;9,4;63
252;243;252;Nicky Oppenheimer and family;9,4;78
253;315;253;Enrique Razon Jr.;9,4;63
254;120;254;Xu Hang;9,4;61
255;282;255;Jean-Michel Besnier;9,4;56
256;283;255;Marie Besnier Beauvalot;9,4;43
257;210;257;Daniel Kretinsky;9,3;48
258;218;258;Anthony von Mandl;9,3;73
259;229;259;Carrie Perrodo and family;9,3;73
260;265;260;Robert F. Smith;9,2;61
261;337;261;Ralph Lauren;9,2;84
262;248;262;Francine von Finck and family;9,2;
263;577;263;Pankaj Patel;9,2;70
264;419;264;Tom Gores;9,1;59
265;220;265;Finn Rausing;9,1;69
266;222;266;Kirsten Rausing;9,1;71
267;221;266;Jorn Rausing;9,1;64
268;341;268;J. Christopher Reyes;9;70
269;342;268;Jude Reyes;9;68
270;217;270;Alexander Otto;9;56
271;272;271;Ramzi Musallam;9;55
272;205;272;Wang Xing;9;45
273;194;273;Sun Piaoyang;9;65
274;107;274;Pang Kang;9;68
275;275;275;Georg Stumpf;8,9;51
276;1369;276;Brian Armstrong;8,9;41
277;350;277;Sandra Ortega Mera;8,9;55
278;423;278;Sunil Mittal;8,9;66
279;236;279;Carlos Alberto Sicupira and family;8,9;76
280;462;280;Robert Rowling;8,8;70
281;231;281;Michael Otto;8,8;80
282;459;282;Ken Langone;8,7;88
283;570;283;Jimmy Haslam;8,7;69
284;281;284;Zhang Congyuan;8,7;76
285;268;285;Orlando Bravo;8,7;53
286;472;286;Piero Ferrari;8,6;78
287;310;287;Nassef Sawiris;8,6;63
288;297;288;Joseph Tsai;8,5;60
289;128;289;Chen Bang;8,5;58
290;299;290;Arthur Blank;8,5;81
291;442;291;Josh Harris;8,5;59
292;365;292;Ken Fisher;8,5;73
293;151;293;Liu Hanyuan;8,5;60
294;3137;294;Ernest Garcia II;8,4;66
295;273;295;David Shaw;8,3;72
296;309;296;Steven Rales;8,3;72
297;306;297;Sri Prakash Lohia;8,3;71
298;701;298;Elisabeth DeLuca and family;8,2;76
299;250;299;German Khan;8,2;62
300;524;300;Rekha Jhunjhunwala;8,2;60
301;249;301;Francis Choi;8,2;76
302;296;302;Leonard Stern;8,1;85
303;260;303;Karel Komarek;8,1;54
304;3133;304;Paul Tudor Jones II;8,1;69
305;351;305;Ronda Stryker;8,1;69
306;428;306;Alain Bouchard;8,1;75
307;284;307;David Geffen;8;81
308;584;308;Andre Esteves;8;55
309;321;309;Richard Kinder;8;79
310;267;310;Eric Wittouck;8;77
311;397;311;Carl Bennet;8;72
312;344;312;Alejandro Bailleres Gual and family;7,9;63
313;382;313;Xu Shihui;7,9;66
314;313;314;Iskander Makhmudov;7,9;60
315;482;315;Sergio Stevanato and family;7,9;80
316;325;316;Judy Faulkner;7,9;80
317;484;317;Richard White;7,8;68
318;311;318;Harry Stine;7,8;82
319;322;319;Guillaume Pousaz;7,8;42
320;354;320;Denise Coates;7,8;56
321;216;321;Ivan Glasenberg;7,8;67
322;387;322;Bruce Kovner;7,7;79
323;338;323;Law Kar Po;7,7;75
324;349;324;Igor Olenicoff;7,7;81
325;291;325;Hasmukh Chudgar and family;7,7;90
326;274;326;Andrei Skoch and family;7,7;58
327;289;327;Ivar Tollefsen;7,7;62
328;327;328;Tamara Gustavson;7,7;62
329;794;329;Jaime Gilinski Bacal;7,7;66
330;300;330;Charles Butt;7,6;86
331;488;331;Mat Ishbia;7,6;44
332;266;332;Pavel Tykac;7,6;59
333;435;333;David Steward;7,6;72
334;329;334;Frederik Paulsen;7,6;73
335;466;335;Micky Arison;7,6;74
336;412;336;Gustaf Douglas;7,6;85
337;298;337;Zhong Huijuan;7,6;63
338;510;338;M.A. Yusuff Ali;7,6;68
339;219;339;Wang Liping and family;7,6;58
340;364;340;Randa Duncan Williams;7,6;62
341;352;341;Dannine Avara;7,5;59
342;356;342;Milane Frantz;7,5;54
343;355;342;Scott Duncan;7,5;41
344;319;344;Jeff Greene;7,5;69
345;446;345;John Brown;7,5;89
346;557;346;Jonathan Gray;7,5;54
347;370;347;Massimiliana Landini Aleotti and family;7,4;81
348;663;348;Thomas Hagen;7,4;88
349;318;349;Terry Gou;7,4;73
350;678;350;Peter Thiel;7,4;56
351;346;351;Pauline MacMillan Keinath;7,4;90
352;501;352;Douglas Leone;7,4;66
353;320;353;Don Hankey;7,4;80
354;721;354;Juergen Blickle;7,4;77
355;520;355;Charles Simonyi;7,3;75
356;405;356;Anthony Bamford and family;7,3;78
357;317;357;Arthur Dantchik;7,3;66
358;360;358;John Overdeck;7,3;54
359;361;358;David Siegel;7,3;62
360;403;360;Luis Carlos Sarmiento;7,3;91
361;245;361;Zheng Shuliang and family;7,3;78
362;288;362;Reinhold Schmieding;7,3;69
363;3135;363;Robert Rich Jr;7,2;83
364;294;364;Philip Ng;7,2;65
365;326;365;Johann Graf;7,2;77
366;456;366;Ray Lee Hunt;7,2;80
367;420;367;Michael Herz;7,2;80
368;421;367;Wolfgang Herz;7,2;73
369;398;369;Stephen Bisciotti;7,1;63
370;308;370;Robert Ng;7,1;72
371;3136;371;Edward Roski Jr;7,1;85
372;404;372;Dennis Washington;7,1;89
373;312;373;Benu Gopal Bangur;7;92
374;223;374;Tatyana Bakalchuk;7;48
375;345;375;Edythe Broad and family;7;88
376;362;376;Viktor Vekselberg;7;66
377;409;377;Wang Yusuo and family;6,9;59
378;430;378;Gopikishan Damani;6,9;66
379;374;379;Xavier Niel;6,9;56
380;480;380;Jean Salata;6,9;58
381;574;381;Vinod Khosla;6,9;69
382;449;382;Fredrik Lundberg;6,9;72
383;389;383;Nadia Thiele;6,9;48
384;276;384;Rocco Commisso;6,8;74
385;334;385;Igor Bukhman;6,8;41
386;333;385;Dmitri Bukhman;6,8;38
387;417;387;Michal Solowow;6,8;61
388;375;388;Terrence Pegula;6,8;72
389;709;389;Tobi Lutke;6,8;43
390;443;390;Niels Peter Louis-Hansen;6,8;76
391;395;391;Simon Reuben;6,8;82
392;394;391;David Reuben;6,8;85
393;314;393;Anders Holch Povlsen;6,8;51
394;363;394;Wang Laisheng;6,8;59
395;450;395;Thomas Schmidheiny;6,8;78
396;414;396;Lin Muqin and family;6,8;60
397;366;397;Christopher Hohn;6,7;57
398;591;398;Bert Beveridge;6,7;62
399;458;399;Vikram Lal and family;6,7;81
400;378;400;George Soros;6,7;93
401;675;401;Lynsi Snyder;6,7;41
402;503;402;Thomas Pritzker;6,6;73
403;230;403;Chen Jianhua;6,6;53
404;396;404;Radovan Vitek;6,6;52
405;247;405;Stefano Pessina;6,6;82
406;550;406;Chip Wilson;6,6;67
407;555;407;Marcos Galperin;6,6;
408;316;408;Wang Laichun;6,6;56
409;618;409;Marc Rowan;6,6;61
410;408;410;Alain Merieux and family;6,6;86
411;95;411;Carl Icahn;6,6;88
412;684;412;Scott Cook;6,5;71
413;434;413;Michael Milken;6,5;77
414;506;414;Gary Rollins;6,5;79
415;433;415;Frank Lowy;6,5;93
416;279;416;Qi Shi and family;6,5;54
417;369;417;Thomas Kirk Kristiansen;6,4;45
418;368;417;Sofie Kirk Kristiansen;6,4;48
419;380;417;Agnete Kirk Thinggaard;6,4;40
420;425;420;Alexander Abramov;6,4;65
421;401;421;Alexei Kuzmichev;6,4;61
422;422;422;Michael Kadoorie;6,4;82
423;307;423;Ma Jianrong;6,4;60
424;269;424;Ding Shizhong;6,4;53
425;393;425;Annette Lerner and family;6,4;94
426;451;426;Helmut Sohmen;6,4;84
427;402;427;Dmitry Rybolovlev and family;6,4;57
428;113;428;Robert Pera;6,4;45
429;633;429;Joe Mansueto;6,3;67
430;476;430;Wolfgang Marguerre and family;6,3;82
431;407;431;John Grayken;6,3;67
432;473;432;Dan Friedkin;6,3;59
433;227;433;Pierre Omidyar;6,3;56
434;390;434;David Bonderman;6,3;81
435;427;435;Neil Bluhm;6,3;86
436;323;436;Takahisa Takahara;6,3;62
437;608;437;Maximilian Viessmann;6,3;35
438;373;438;Magdalena Martullo-Blocher;6,3;55
439;489;439;Leo Koguan;6,3;69
440;859;440;Cho Jung-ho;6,3;65
441;383;441;Rahel Blocher;6,3;48
442;343;442;Don Vultaggio and family;6,3;72
443;742;443;Mark Stevens;6,3;64
444;254;444;Wang Jianlin;6,3;69
445;410;445;Stef Wertheimer and family;6,3;97
446;411;446;Maria Asuncion Aramburuzabala and family;6,2;60
447;461;447;Karen Pritzker;6,2;66
448;511;448;Alexandre Behring;6,2;57
449;448;449;Arthur Irving;6,2;94
450;413;450;Frits Goldschmeding;6,2;90
451;592;451;Mark Cuban;6,2;65
452;453;452;Dirk Ziff;6,2;59
453;452;452;Daniel Ziff;6,2;52
454;454;454;Robert Ziff;6,2;57
455;399;455;Stanley Druckenmiller;6,2;70
456;392;456;Nathan Kirsh;6,1;92
457;347;457;Philippe Laffont;6,1;56
458;481;458;Paul Singer;6,1;79
459;432;459;Joe Lewis;6,1;87
460;328;460;Liang Wengen;6,1;67
461;228;461;Pei Zhenhua;6,1;65
462;543;462;Michel Leclercq and family;6,1;84
463;285;463;Robin Li;6,1;55
464;244;464;Blair Parry-Okeden;6,1;73
465;581;465;Gayle Benson;6,1;77
466;242;466;Jim Kennedy;6,1;76
467;301;467;Ding Shijia;6,1;60
468;418;468;Mike Adenuga;6,1;70
469;552;469;Jim Davis and family;6,1;80
470;696;470;Kerry Stokes;6,1;83
471;497;471;Todd Boehly;6,1;50
472;436;472;Les Wexner and family;6;86
473;181;473;Wu Yajun;6;60
474;3138;474;William Goldring and family;6;81
475;568;475;Tomasz Biernacki;6;51
476;553;476;Murali Divi and family;6;72
477;507;477;Mark Walter;6;63
478;424;478;Zhou Qunfei;6;
479;367;479;Kjeld Kirk Kristiansen;6;76
480;560;480;Rudolf Maag;5,9;78
481;582;481;Jason Chang;5,9;79
482;358;482;Yuri Milner;5,9;62
483;565;483;Kelcy Warren;5,9;68
484;444;484;Patrick Soon-Shiong;5,9;71
485;628;485;Rafael Del Pino;5,9;65
486;468;486;Pierre Chen;5,9;67
487;415;487;Ruan Liping;5,9;59
488;439;488;Andreas Halvorsen;5,9;62
489;416;489;Ruan Xueping;5,8;52
490;711;490;Rajan Mittal;5,8;64
491;712;490;Rakesh Mittal;5,8;68
492;513;492;Robert Faith;5,8;60
493;623;493;You Xiaoping and family;5,8;66
494;521;494;Ty Warner;5,8;79
495;1151;495;Jeff Rothschild;5,8;69
496;377;496;John A. Sobrato and family;5,8;84
497;85;497;Wang Wenyin;5,8;55
498;460;498;Li Ge;5,8;57
499;927;499;Samir Mehta;5,8;60
500;548;500;Thomas Straumann;5,8;60
501;533;501;Denise York and family;5,8;73
502;1049;502;Martin Lorentzon;5,7;54
503;928;503;Sudhir Mehta;5,7;69
504;1041;504;Donald Horton and family;5,7;73
505;278;505;Lin Shu-hong;5,7;95
506;445;506;Rinat Akhmetov;5,7;57
507;447;507;Clive Calder;5,7;77
508;961;508;Miguel Krigsner;5,7;74
509;671;509;Michael Moritz;5,7;69
510;938;510;Shen Guojun;5,7;61
511;239;511;Chase Coleman III;5,7;48
512;580;512;Maria Fernanda Amorim and family;5,7;89
513;1239;513;Bill Haslam;5,6;65
514;556;514;Tom Golisano;5,6;82
515;606;515;Fred Smith;5,6;79
516;545;516;Janice McNair;5,6;87
517;455;517;Maria Angelicoussis;5,6;42
518;748;518;Rahul Bhatia;5,6;64
519;670;519;Lin Li;5,6;60
520;495;520;Stefan Reimann-Andersen;5,6;60
521;496;520;Renate Reimann-Haas;5,6;72
522;493;520;Wolfgang Reimann;5,6;71
523;494;520;Matthias Reimann-Andersen;5,6;58
524;504;524;Lynda Resnick;5,6;81
525;505;524;Stewart Resnick;5,6;87
526;463;526;Teddy Sagi;5,6;52
527;474;527;James Irving;5,6;95
528;290;528;Cao Renxian;5,5;55
529;753;529;Rakesh Gangwal;5,5;70
530;441;530;Tsai Eng-meng;5,5;67
531;465;531;Wu Jianshu;5,5;60
532;469;532;John Collison;5,5;33
533;470;532;Patrick Collison;5,5;35
534;544;534;George Lucas;5,5;79
535;604;535;Mark Meijer and family;5,5;66
536;603;536;Hank Meijer and family;5,5;72
537;602;537;Doug Meijer and family;5,5;70
538;564;538;Chairul Tanjung;5,5;61
539;810;539;Juan Roig;5,5;74
540;486;540;Patrizio Bertelli;5,5;78
541;492;541;Miuccia Prada;5,5;74
542;295;542;John Reece;5,4;66
543;3140;543;Robert Hale Jr;5,4;57
544;431;544;Sumet Jiaravanon;5,4;89
545;292;545;Andrew Currie;5,4;68
546;588;546;Thomas Secunda;5,4;69
547;509;547;Erich Wesjohann and family;5,4;78
548;538;548;Martin Haefner;5,4;70
549;471;549;Archie Aldis Emmerson and family;5,4;94
550;689;550;Igor Kesaev;5,4;57
551;251;551;Abdulsamad Rabiu;5,4;63
552;438;552;Jaran Chiaravanont;5,4;93
553;487;553;Mahendra Choksi and family;5,4;82
554;652;554;Jon Stryker;5,3;65
555;707;555;Dan Kurzius;5,3;52
556;549;556;Murat Ulker;5,3;64
557;534;557;Ron Baron;5,3;80
558;575;558;Thai Lee;5,3;65
559;525;559;Charles B. Johnson;5,3;91
560;498;560;Rick Caruso;5,3;65
561;535;561;Robert Bass;5,3;75
562;519;562;Mark Scheinberg;5,2;50
563;1163;563;Zhu Yi;5,2;60
564;508;564;Ronald Wanek;5,2;82
565;653;565;Daniel Tsai;5,2;67
566;1069;566;Garrett Camp;5,2;45
567;887;567;Peter Gilgan;5,2;73
568;567;568;Michael Ashley;5,2;59
569;666;569;Min Kao and family;5,2;75
570;286;570;Liu Yonghao and family;5,2;72
571;531;571;Romesh T. Wadhwani;5,1;76
572;704;572;John Henry;5,1;74
573;614;573;Joseph Liemandt;5,1;55
574;529;574;Tony Tamer;5,1;66
575;527;574;Sami Mnaymneh;5,1;62
576;788;576;Sanjiv Bajaj;5,1;54
577;787;576;Rajiv Bajaj;5,1;57
578;765;578;Richard Uihlein;5,1;78
579;764;578;Elizabeth Uihlein;5,1;78
580;672;580;Jean Pritzker;5,1;61
581;942;581;Harald Tschira;5,1;49
582;943;581;Udo Tschira;5,1;54
583;654;583;Richard Tsai;5,1;66
584;536;584;Dona Bertarelli;5,1;56
585;554;585;Dagmar Dolby and family;5,1;82
586;526;586;Kwon Hyuk-bin;5;50
587;612;587;Dietmar Hopp and family;5;83
588;658;588;Herbert Wertheim;5;84
589;197;589;Luo Liguo and family;5;67
590;700;590;Ben Chestnut;5;49
591;304;591;Zhang Yong;5;53
592;758;592;Chandru Raheja;5;83
593;821;593;Giuseppe Crippa and family;5;88
594;641;594;Johnelle Hunt;5;92
595;789;595;Leonid Boguslavsky;5;72
596;703;596;Vinod Rai Gupta;5;78
597;573;597;Helen Johnson-Leipold;5;67
598;593;598;Charles Dolan and family;5;97
599;558;599;Bidzina Ivanishvili;4,9;68
600;843;600;Vivek Chaand Sehgal;4,9;67
601;516;601;Ananda Krishnan;4,9;85
602;547;602;Alexandra Schoerghuber and family;4,9;65
603;782;603;John Sall;4,9;75
604;776;604;Mikhail Lomtadze;4,9;48
605;576;605;Winifred J. Marquart;4,9;64
606;562;606;Mark Shoen;4,9;73
607;759;607;Trevor Rees-Jones;4,9;72
608;697;608;Ken Xie;4,9;61
609;571;609;H. Fisk Johnson;4,9;65
610;478;610;Mitchell Rales;4,9;67
611;572;611;S. Curtis Johnson;4,9;68
612;645;612;Timur Kulibaev;4,9;57
613;646;612;Dinara Kulibaeva;4,9;56
614;578;614;Horst Julius Pudwill;4,9;79
615;594;615;Jack Dorsey;4,9;47
616;625;616;Margot Birmingham Perot;4,9;90
617;693;617;Arturo Moreno;4,9;77
618;726;618;Mong-Koo Chung;4,8;85
619;617;619;Odd Reitan and family;4,8;72
620;799;620;Vyacheslav Kim;4,8;54
621;616;621;N.R. Narayana Murthy;4,8;77
622;609;622;Russ Weiner;4,8;53
623;716;623;Steven Spielberg;4,8;77
624;870;624;Herb Simon;4,8;89
625;727;625;Kenneth Dart;4,8;68
626;669;626;Lin Bin;4,8;56
627;585;627;Carlo Fidani;4,7;69
628;1126;628;Nithin Kamath;4,7;44
629;661;629;Chan Laiwa and family;4,7;83
630;774;630;Jim Kavanaugh;4,7;61
631;514;631;Gao Dekang and family;4,7;72
632;1005;632;Friedrich Knapp;4,7;72
633;958;633;Jeff T. Green;4,7;46
634;532;634;Hansjoerg Wyss;4,7;89
635;752;635;Stephen Feinberg;4,7;63
636;730;636;W. Herbert Hunt;4,7;94
637;647;637;Ian Livingstone;4,6;61
638;648;637;Richard Livingstone;4,6;59
639;598;639;Ronald Lauder;4,6;80
640;632;640;Jeffrey Lurie and family;4,6;72
641;651;641;Pham Nhat Vuong;4,6;55
642;1052;642;Georg Nemetschek and family;4,6;90
643;767;643;William Berkley;4,6;77
644;839;644;Dirk Rossmann and family;4,6;77
645;747;645;Zhu Baoguo and family;4,6;61
646;371;646;Li Ping;4,6;56
647;596;647;Vladimir Kim;4,6;63
648;491;648;Michael Pieper;4,6;78
649;649;649;Gwendolyn Sontheim Meyer;4,6;62
650;777;650;Tom Morris;4,6;69
651;691;651;Joao Moreira Salles;4,6;62
