ID;User_ID;Rank_2024_01;Person;net_worth_in_BillionUSD_2024_01;Age_of_person_2024_01;Date_of_data
1421;1574;1421;Caroline Hagen Kjos;2,2;40;2024-01-31
1422;1475;1422;Barbara Tyson;2,2;74;2024-01-31
1423;1442;1423;Lam Wai-ying;2,2;;2024-01-31
1424;1504;1424;John Hancock;2,1;48;2024-01-31
1425;1755;1425;Paul Saville;2,1;68;2024-01-31
1426;756;1426;Huang Li;2,1;60;2024-01-31
1427;1232;1427;Yuzhu Shi;2,1;61;2024-01-31
1428;1433;1428;Bahaa Hariri;2,1;57;2024-01-31
1429;1420;1429;Georgi Domuschiev;2,1;51;2024-01-31
1430;1421;1430;Kiril Domuschiev;2,1;54;2024-01-31
1431;1462;1431;Leonid Radvinsky;2,1;41;2024-01-31
1432;2198;1432;Devi Shetty;2,1;71;2024-01-31
1433;1529;1433;Ginia Rinehart;2,1;37;2024-01-31
1434;1665;1434;Nihat Ozdemir;2,1;73;2024-01-31
1435;1344;1435;Sezai Bacaksiz;2,1;74;2024-01-31
1436;3034;1436;Wang Xicheng;2,1;75;2024-01-31
1437;1396;1437;Radha Vembu;2,1;51;2024-01-31
1438;1426;1438;Gordon Getty;2,1;90;2024-01-31
1439;1528;1439;Bianca Rinehart;2,1;46;2024-01-31
1440;1538;1440;Hope Welker;2,1;38;2024-01-31
1441;1680;1441;Jim Thompson;2,1;84;2024-01-31
1442;2073;1442;Radik Shaimiev;2,1;59;2024-01-31
1443;1596;1443;Jennifer Pritzker;2,1;73;2024-01-31
1444;1343;1444;Albert Avdolyan;2,1;53;2024-01-31
1445;1744;1445;Ilson Mateus;2,1;60;2024-01-31
1446;3307;1446;Alexander Mamut;2,1;64;2024-01-31
1447;1710;1447;Francois Feuillet;2,1;75;2024-01-31
1448;1963;1448;Thomas Steyer;2,1;66;2024-01-31
1449;1752;1449;Brian Roberts;2,1;64;2024-01-31
1450;1593;1450;Ajay Parekh;2,1;66;2024-01-31
1451;2199;1451;Albert Shigaboutdinov;2,1;71;2024-01-31
1452;2207;1452;Rustem Sulteev;2,1;70;2024-01-31
1453;1530;1453;T. Denny Sanford;2,1;88;2024-01-31
1454;2146;1454;Anurang Jain;2,1;61;2024-01-31
1455;1594;1455;Narendrakumar Parekh;2,1;85;2024-01-31
1456;1222;1456;Prayudh Mahagitsiri;2,1;78;2024-01-31
1457;1391;1457;Katsumi Tada;2,1;78;2024-01-31
1458;1443;1458;Marc Lasry;2,1;63;2024-01-31
1459;1348;1459;Chen Jinxia;2,1;55;2024-01-31
1460;1438;1460;Eugene Kaspersky;2,1;58;2024-01-31
1461;2643;1461;Huang Chulong;2,1;65;2024-01-31
1462;1435;1462;Douglas Hsu;2,1;81;2024-01-31
1463;1652;1463;Louise Lindh;2,1;44;2024-01-31
1464;1942;1464;Rubens Ometto Silveira Mello;2,1;74;2024-01-31
1465;1634;1465;D. Leopoldo Del Pino;2,1;61;2024-01-31
1466;1414;1466;Bruce Cheng;2,1;87;2024-01-31
1467;1585;1467;James Leprino;2,1;86;2024-01-31
1468;2011;1468;Rajinder Gupta;2,1;65;2024-01-31
1469;1474;1469;Torsten Toeller;2,1;57;2024-01-31
1470;848;1470;William Lauder;2,1;63;2024-01-31
1471;1461;1471;Victor Pinchuk;2,1;63;2024-01-31
1472;1449;1472;Daniel Lubetzky;2,1;55;2024-01-31
1473;1605;1473;Peter Sondakh;2,1;73;2024-01-31
1474;2339;1474;Sam Tarascio;2,1;79;2024-01-31
1475;1251;1475;Abilio dos Santos Diniz;2,1;87;2024-01-31
1476;1844;1476;Ryan Smith;2,1;45;2024-01-31
1477;642;1477;Wang Junshi;2,1;75;2024-01-31
1478;643;1478;Wang Wenjing;2,1;59;2024-01-31
1479;2305;1479;Kailashchandra Nuwal;2,1;66;2024-01-31
1480;2329;1480;Abhay Soi;2,1;50;2024-01-31
1481;1482;1481;Elaine Wynn;2,1;81;2024-01-31
1482;1321;1482;Alberto Prada;2,1;69;2024-01-31
1483;1322;1483;Marina Prada;2,1;78;2024-01-31
1484;1370;1484;Igor Makarov;2,1;61;2024-01-31
1485;1491;1485;Andrey Andreev;2,0;50;2024-01-31
1486;3035;1486;David Adelman;2,0;51;2024-01-31
1487;1573;1487;Surjit Kumar Gupta;2,0;82;2024-01-31
1488;1760;1488;Jonathan Tisch;2,0;70;2024-01-31
1489;1006;1489;Zhu Gongshan;2,0;66;2024-01-31
1490;1346;1490;Brett Blundy;2,0;64;2024-01-31
1491;1797;1491;Alfredo Egydio Arruda Villela Filho;2,0;54;2024-01-31
1492;1618;1492;Anita Zucker;2,0;72;2024-01-31
1493;1800;1493;Richard Fortin;2,0;75;2024-01-31
1494;2670;1494;Shi Yonghong;2,0;55;2024-01-31
1495;1128;1495;Raj Sardana;2,0;63;2024-01-31
1496;1382;1496;Karl Scheufele III;2,0;85;2024-01-31
1497;1446;1497;Lin Chang Su-O;2,0;83;2024-01-31
1498;1830;1498;P.N.C. Menon;2,0;75;2024-01-31
1499;1472;1499;Sun Mengquan;2,0;73;2024-01-31
1500;2098;1500;Zheng Jianjiang;2,0;63;2024-01-31
1501;1464;1501;P.P. Reddy;2,0;66;2024-01-31
1502;1561;1502;Alexandra Daitch;2,0;61;2024-01-31
1503;1606;1503;Lucy Stitzer;2,0;64;2024-01-31
1504;1588;1504;Sarah MacMillan;2,0;70;2024-01-31
1505;1539;1505;William Young;2,0;83;2024-01-31
1506;1954;1506;Sheryl Sandberg;2,0;54;2024-01-31
1507;1894;1507;Ana Lucia de Mattos Barretto Villela;2,0;50;2024-01-31
1508;1492;1508;Michael Ashcroft;2,0;78;2024-01-31
1509;1537;1509;Ion Tiriac;2,0;84;2024-01-31
1510;1540;1510;Ales Zavoral;2,0;47;2024-01-31
1511;1705;1511;Kommer Damen;2,0;79;2024-01-31
1512;3036;1512;Marcelo Claure;2,0;53;2024-01-31
1513;2881;1513;Patrick Zalupski;2,0;43;2024-01-31
1514;1512;1514;Heikki Kyostila;2,0;78;2024-01-31
1515;1526;1515;Linda Pritzker;2,0;70;2024-01-31
1516;2190;1516;Fernando Roig;2,0;76;2024-01-31
1517;1582;1517;Dominika Kulczyk;2,0;46;2024-01-31
1518;1520;1518;Craig McCaw;2,0;74;2024-01-31
1519;1473;1519;Alexander Svetakov;2,0;55;2024-01-31
1520;1608;1520;Hermanto Tanoko;2,0;61;2024-01-31
1521;1676;1521;S.D. Shibulal;2,0;68;2024-01-31
1522;1654;1522;Joao Roberto Marinho;2,0;70;2024-01-31
1523;1655;1523;Jose Roberto Marinho;2,0;68;2024-01-31
1524;2867;1524;Yuri Kovalchuk;2,0;72;2024-01-31
1525;1458;1525;Alexander Nesis;2,0;61;2024-01-31
1526;1500;1526;Maria Franca Fissolo;2,0;89;2024-01-31
1527;1610;1527;Vardis Vardinoyannis;2,0;91;2024-01-31
1528;1614;1528;Charlotte Colket Weber;2,0;81;2024-01-31
1529;1578;1529;B. Wayne Hughes Jr;2,0;64;2024-01-31
1530;1515;1530;Liang Rubo;2,0;41;2024-01-31
1531;1591;1531;Simon Nixon;2,0;56;2024-01-31
1532;1532;1532;Michal Strnad;2,0;31;2024-01-31
1533;1611;1533;Jitendra Virwani;2,0;57;2024-01-31
1534;1795;1534;Jamie Dimon;2,0;67;2024-01-31
1535;1656;1535;Roberto Irineu Marinho;2,0;76;2024-01-31
1536;1682;1536;Alan Trefler;2,0;67;2024-01-31
1537;1667;1537;Pierre Karl Peladeau;2,0;62;2024-01-31
1538;1583;1538;Edward Lampert;2,0;61;2024-01-31
1539;1554;1539;Stephen Butt;2,0;68;2024-01-31
1540;1553;1540;Howard Butt III.;2,0;71;2024-01-31
1541;2744;1541;Guilherme Benchimol;2,0;47;2024-01-31
1542;1283;1542;Yang Weidong;2,0;55;2024-01-31
1543;1741;1543;Palmer Luckey;2,0;31;2024-01-31
1544;1692;1544;Amy Wyss;2,0;53;2024-01-31
1545;1166;1545;Louis Le Duff;2,0;77;2024-01-31
1546;1867;1546;George Yancopoulos;2,0;64;2024-01-31
1547;1650;1547;Joe Lacob;2,0;68;2024-01-31
1548;886;1548;Xue Hua;2,0;;2024-01-31
1549;1407;1549;Alex Beard;2,0;56;2024-01-31
1550;1467;1550;Thaksin Shinawatra;2,0;74;2024-01-31
1551;1200;1551;Cheng Yixiao;2,0;40;2024-01-31
1552;945;1552;Aerin Lauder;2,0;53;2024-01-31
1553;1552;1553;Nicola Bulgari;2,0;83;2024-01-31
1554;1702;1554;David Booth;2,0;78;2024-01-31
1555;1924;1555;Nicola Leibinger-Kammueller;2,0;64;2024-01-31
1556;1922;1556;Peter Leibinger;2,0;57;2024-01-31
1557;1923;1557;Regine Leibinger;2,0;61;2024-01-31
1558;1627;1558;Alejandro Bulgheroni;2,0;79;2024-01-31
1559;1137;1559;Wong Man Li;2,0;58;2024-01-31
1560;1791;1560;Jack Cockwell;2,0;83;2024-01-31
1561;2159;1561;Kristo Kaeaermann;2,0;43;2024-01-31
1562;1548;1562;Mika Anttonen;2,0;57;2024-01-31
1563;1716;1563;Gerry Harvey;2,0;84;2024-01-31
1564;1584;1564;Somsri Lamsam;2,0;;2024-01-31
1565;1816;1565;William Koch;2,0;83;2024-01-31
1566;1535;1566;Larry Tanenbaum;2,0;78;2024-01-31
1567;1581;1567;Richard Kayne;2,0;78;2024-01-31
1568;2304;1568;Scott Nuttall;2,0;51;2024-01-31
1569;1527;1569;P.V. Krishna Reddy;2,0;54;2024-01-31
1570;1516;1570;Liang Zhaoxian;1,9;59;2024-01-31
1571;1589;1571;Strive Masiyiwa;1,9;63;2024-01-31
1572;1607;1572;Elizabeth Sy;1,9;71;2024-01-31
1573;2153;1573;Alexander Karp;1,9;56;2024-01-31
1574;1517;1574;Lin Fanlian;1,9;62;2024-01-31
1575;988;1575;Lin Xiucheng;1,9;68;2024-01-31
1576;1579;1576;Hui Wing Mau;1,9;73;2024-01-31
1577;1536;1577;Wichai Thongtang;1,9;77;2024-01-31
1578;1719;1578;Jay Hennick;1,9;67;2024-01-31
1579;1024;1579;Li Jianquan;1,9;67;2024-01-31
1580;1114;1580;Liang Yunchao;1,9;55;2024-01-31
1581;1292;1581;Samuel Chen;1,9;74;2024-01-31
1582;1995;1582;Girdhari Lal Bawri;1,9;76;2024-01-31
1583;1762;1583;Wang Chou-hsiong;1,9;83;2024-01-31
1584;1338;1584;Xu Shugen;1,9;58;2024-01-31
1585;1688;1585;Evan Williams;1,9;51;2024-01-31
1586;1631;1586;Tim Cook;1,9;63;2024-01-31
1587;2265;1587;Anthony Hall;1,9;68;2024-01-31
1588;1519;1588;Bill Malhotra;1,9;74;2024-01-31
1589;1523;1589;Oei Hong Leong;1,9;75;2024-01-31
1590;3037;1590;Zhang Xinghai;1,9;61;2024-01-31
1591;1597;1591;G. Rajendran;1,9;81;2024-01-31
1592;1690;1592;Thomas Wu;1,9;73;2024-01-31
1593;1599;1593;Larry Robbins;1,9;54;2024-01-31
1594;1612;1594;Wang Chaobin;1,9;68;2024-01-31
1595;1648;1595;Koo Kwang-mo;1,9;46;2024-01-31
1596;1941;1596;Stefan Olsson;1,9;75;2024-01-31
1597;1979;1597;Weng Xianding;1,9;62;2024-01-31
1598;1921;1598;Spiro Latsis;1,9;77;2024-01-31
1599;1664;1599;Maike Oberwelland-Height;1,9;;2024-01-31
1600;1351;1600;Dong Wei;1,9;53;2024-01-31
1601;1722;1601;Hal Jackman;1,9;91;2024-01-31
1602;1701;1602;Bang Si-hyuk;1,9;51;2024-01-31
1603;1564;1603;James Dinan;1,9;64;2024-01-31
1604;1613;1604;Wang Ren-sheng;1,9;92;2024-01-31
1605;1388;1605;Henry Swieca;1,9;66;2024-01-31
1606;1003;1606;Gang Ye;1,9;43;2024-01-31
1607;1949;1607;Duke Reyes;1,9;66;2024-01-31
1608;1293;1608;Chu Lam Yiu;1,9;54;2024-01-31
1609;1170;1609;Peter Lim;1,9;70;2024-01-31
1610;2272;1610;Sam Hupert;1,9;69;2024-01-31
1611;1586;1611;David Lichtenstein;1,9;62;2024-01-31
1612;1580;1612;Scott Kapnick;1,9;64;2024-01-31
1613;1639;1613;Jayme Garfinkel;1,9;78;2024-01-31
1614;1813;1614;Sergei Katsiev;1,9;66;2024-01-31
1615;2112;1615;Banwari Lal Bawri;1,9;70;2024-01-31
1616;2104;1616;Rajendra Agarwal;1,9;64;2024-01-31
1617;1659;1617;David Mindus;1,9;52;2024-01-31
1618;3038;1618;Chow Shing Yuk;1,9;46;2024-01-31
1619;1575;1619;Roberto Ramirez;1,9;81;2024-01-31
1620;1629;1620;Binod Chaudhary;1,8;68;2024-01-31
1621;1502;1621;Mario Germano Giuliani;1,8;51;2024-01-31
1622;1084;1622;Suhail Bahwan;1,8;85;2024-01-31
1623;1441;1623;Thomas Kwok;1,8;72;2024-01-31
1624;2102;1624;A. Jayson Adair;1,8;54;2024-01-31
1625;1788;1625;Chey Tae-won;1,8;63;2024-01-31
1626;1723;1626;Pavan Jain;1,8;72;2024-01-31
1627;1079;1627;Wong Luen Hei;1,8;62;2024-01-31
1628;2325;1628;Sytse Sid Sijbrandij;1,8;44;2024-01-31
1629;1534;1629;Otto Toto Sugiri;1,8;70;2024-01-31
1630;2231;1630;Michael Arougheti;1,8;51;2024-01-31
1631;1771;1631;David Zalik;1,8;50;2024-01-31
1632;1685;1632;Martin Viessmann;1,8;70;2024-01-31
1633;1747;1633;Mrudula Parekh;1,8;76;2024-01-31
1634;1687;1634;Todd Wagner;1,8;63;2024-01-31
1635;1720;1635;Ilkka Herlin;1,8;65;2024-01-31
1636;1746;1636;Alberto Palatchi;1,8;74;2024-01-31
1637;836;1637;Somphote Ahunai;1,8;56;2024-01-31
1638;1786;1638;Chen Tianshi;1,8;39;2024-01-31
1639;1513;1639;Martin Lau;1,8;50;2024-01-31
1640;1448;1640;Sergey Lomakin;1,8;50;2024-01-31
1641;1633;1641;John de Mol;1,8;68;2024-01-31
1642;1541;1642;Zhang Fan;1,8;58;2024-01-31
1643;1666;1643;Benjamin Zhengmin Pan;1,8;54;2024-01-31
1644;1695;1644;Alan Zekelman;1,8;61;2024-01-31
1645;1590;1645;Robert Miller;1,8;90;2024-01-31
1646;1642;1646;Brian Higgins;1,8;58;2024-01-31
1647;1651;1647;Joe Lau;1,8;34;2024-01-31
1648;1686;1648;Nikil Viswanathan;1,8;36;2024-01-31
1649;1626;1649;O. Francis Biondi;1,8;59;2024-01-31
1650;1630;1650;Parker Conrad;1,8;43;2024-01-31
1651;1439;1651;Artem Khachatryan;1,8;49;2024-01-31
1652;1408;1652;Travis Boersma;1,8;53;2024-01-31
1653;1640;1653;Christopher Goldsbury;1,8;81;2024-01-31
1654;1698;1654;Marc Andreessen;1,8;52;2024-01-31
1655;1647;1655;Valentin Kipyatkov;1,8;47;2024-01-31
1656;2737;1656;Fred Ehrsam;1,8;35;2024-01-31
1657;2375;1657;Joseph Bae;1,8;52;2024-01-31
1658;1657;1658;Gary Michelson;1,8;75;2024-01-31
1659;2503;1659;Zhu Zhaojiang;1,8;50;2024-01-31
1660;1577;1660;Hu Rongda;1,8;65;2024-01-31
1661;1832;1661;Liora Ofer;1,8;70;2024-01-31
1662;1683;1662;Riaz Valani;1,8;47;2024-01-31
1663;2242;1663;Jeffrey Cheah;1,8;78;2024-01-31
1664;1622;1664;Leslie Alexander;1,8;80;2024-01-31
1665;2317;1665;Bennett Rosenthal;1,8;60;2024-01-31
1666;2275;1666;David Kaplan;1,8;56;2024-01-31
1667;1660;1667;Adriaan Mol;1,8;39;2024-01-31
1668;1624;1668;Sabrina Benetton;1,8;50;2024-01-31
1669;1637;1669;James France;1,8;79;2024-01-31
1670;2105;1670;Chirayu Amin;1,8;77;2024-01-31
1671;1658;1671;Robert G. Miller;1,8;78;2024-01-31
1672;1897;1672;Mohammed Dewji;1,8;48;2024-01-31
1673;612;1673;Xu Jinfu;1,8;60;2024-01-31
1674;1478;1674;Wei Ing-Chou;1,8;70;2024-01-31
1675;1890;1675;Safra Catz;1,8;62;2024-01-31
1676;2450;1676;Pawan Munjal;1,8;69;2024-01-31
1677;3039;1677;Shunsaku Sagami;1,8;32;2024-01-31
1678;2189;1678;Satish Reddy;1,8;56;2024-01-31
1679;1569;1679;Faruk Eczacibasi;1,8;69;2024-01-31
1680;2326;1680;Alexander Sixt;1,8;44;2024-01-31
1681;2327;1681;Konstantin Sixt;1,8;41;2024-01-31
1682;1632;1682;Mark Coombs;1,8;63;2024-01-31
1683;1662;1683;Ezra Nahmad;1,8;78;2024-01-31
1684;1479;1684;Wei Yin-Chun;1,7;66;2024-01-31
1685;1480;1685;Wei Yin-Heng;1,7;65;2024-01-31
1686;1481;1686;Wei Ying-Chiao;1,7;68;2024-01-31
1687;2196;1687;James Scapa;1,7;67;2024-01-31
1688;1488;1688;Zhao Tao;1,7;58;2024-01-31
1689;1703;1689;Jim Breyer;1,7;62;2024-01-31
1690;1707;1690;Marek Dospiva;1,7;54;2024-01-31
1691;1415;1691;Chi Yufeng;1,7;53;2024-01-31
1692;747;1692;Su Qingcan;1,7;55;2024-01-31
1693;1368;1693;Harald Link;1,7;69;2024-01-31
1694;1700;1694;Lesley Bamberger;1,7;58;2024-01-31
1695;1961;1695;Terry Snow;1,7;80;2024-01-31
1696;2777;1696;Shao Qinxiang;1,7;69;2024-01-31
1697;2276;1697;Kim Kardashian;1,7;43;2024-01-31
1698;3040;1698;Don Levin;1,7;73;2024-01-31
1699;2496;1699;Yeh Kuo-I;1,7;82;2024-01-31
1700;1799;1700;William Foley II.;1,7;79;2024-01-31
1701;1699;1701;Giovanni Arvedi;1,7;86;2024-01-31
1702;1638;1702;Phillip Frost;1,7;87;2024-01-31
1703;783;1703;Huang Yi;1,7;62;2024-01-31
1704;1709;1704;John Elkann;1,7;48;2024-01-31
1705;1505;1705;Hu Yangzhong;1,7;58;2024-01-31
1706;2079;1706;Wilma Tisch;1,7;96;2024-01-31
1707;2299;1707;Lorinc Meszaros;1,7;57;2024-01-31
1708;1620;1708;Will Adderley;1,7;51;2024-01-31
1709;1340;1709;Zhang Jingzhang;1,7;88;2024-01-31
1710;3041;1710;Qian Dongqi;1,7;66;2024-01-31
1711;2152;1711;Zbigniew Juroszek;1,7;61;2024-01-31
1712;864;1712;Chen Shibin;1,7;57;2024-01-31
1713;1497;1713;Phongthep Chiaravanont;1,7;72;2024-01-31
1714;1868;1714;Steven Meng Yang;1,7;41;2024-01-31
1715;1764;1715;Tom Werner;1,7;73;2024-01-31
1716;1269;1716;Jinxing Qi;1,7;61;2024-01-31
1717;1714;1717;John Goff;1,7;68;2024-01-31
1718;1566;1718;Fritz Draexlmaier;1,7;;2024-01-31
1719;1671;1719;Vinod Saraf;1,7;71;2024-01-31
1720;1381;1720;Chad Richison;1,7;53;2024-01-31
1721;2020;1721;Rameshchandra Jain;1,7;75;2024-01-31
1722;1668;1722;Ronald Perelman;1,7;81;2024-01-31
1723;1940;1723;John Ocampo;1,7;64;2024-01-31
1724;1748;1724;Dragos Paval;1,7;57;2024-01-31
1725;1450;1725;Melissa Ma;1,7;;2024-01-31
1726;3112;1726;Kwak Dong Shin;1,7;49;2024-01-31
1727;1725;1727;Osman Kibar;1,7;52;2024-01-31
1728;2053;1728;Yoshiko Mori;1,7;83;2024-01-31
1729;1917;1729;Kim Jun-ki;1,7;79;2024-01-31
1730;1684;1730;Pieter van der Does;1,7;54;2024-01-31
1731;1621;1731;Faisal Bin Qassim Al Thani;1,7;76;2024-01-31
1732;1026;1732;Liu Xiaodong;1,7;56;2024-01-31
1733;2156;1733;Kagemasa Kozuki;1,7;83;2024-01-31
1734;1839;1734;Andres Santo Domingo;1,7;45;2024-01-31
1735;1738;1735;Jimmy John Liautaud;1,7;60;2024-01-31
1736;1559;1736;Manas Chiaravanond;1,7;;2024-01-31
1737;1742;1737;Duncan MacMillan;1,7;86;2024-01-31
1738;2036;1738;Manfredi Lefebvre d  Ovidio;1,7;70;2024-01-31
1739;1375;1739;Ni Yongpei;1,7;72;2024-01-31
1740;1794;1740;Norbert Dentressangle;1,7;69;2024-01-31
1741;1476;1741;Hamdi Ulukaya;1,7;51;2024-01-31
1742;1547;1742;Roberto Angelini Rossi;1,7;75;2024-01-31
1743;1386;1743;Jeffrey Soffer;1,7;56;2024-01-31
1744;1736;1744;James Leininger;1,7;78;2024-01-31
1745;1958;1745;Leonid Simanovsky;1,7;74;2024-01-31
1746;1831;1746;Massimo Moratti;1,7;78;2024-01-31
1747;1398;1747;Wang Zhenghua;1,7;79;2024-01-31
1748;1560;1748;Prathip Chiravanond;1,7;75;2024-01-31
1749;1806;1749;Timothy Headington;1,7;73;2024-01-31
1750;1721;1750;Asok Kumar Hiranandani;1,7;69;2024-01-31
1751;1740;1751;Lu Di;1,7;;2024-01-31
1752;3042;1752;Ron Corio;1,7;62;2024-01-31
1753;1807;1753;Ilona Herlin;1,7;59;2024-01-31
1754;2050;1754;Deepak Mehta;1,7;67;2024-01-31
1755;1678;1755;Bambang Sutantio;1,7;65;2024-01-31
1756;1745;1756;Meng Qingshan;1,7;75;2024-01-31
1757;1708;1757;Keith Dunleavy;1,7;54;2024-01-31
1758;1749;1758;Jorge Perez;1,7;74;2024-01-31
1759;2463;1759;Paul Sciarra;1,7;42;2024-01-31
1760;1765;1760;Stephen Winn;1,7;77;2024-01-31
1761;1216;1761;Saban Cemil Kazanci;1,7;62;2024-01-31
1762;1753;1762;Joe Rogers Jr;1,7;77;2024-01-31
1763;1785;1763;Cai Huabo;1,7;48;2024-01-31
1764;2452;1764;Suman Munjal;1,7;70;2024-01-31
1765;2758;1765;Gretel Packer;1,7;57;2024-01-31
1766;1766;1766;Ian Wood;1,7;81;2024-01-31
1767;2451;1767;Renu Munjal;1,7;68;2024-01-31
1768;908;1768;Liang Feng;1,7;55;2024-01-31
1769;2239;1769;Bernhard Braun-Luedicke;1,7;47;2024-01-31
1770;2240;1770;Eva Maria Braun-Luedicke;1,7;37;2024-01-31
1771;2241;1771;Friederike Braun-Luedicke;1,7;40;2024-01-31
1772;1820;1772;Anthony Langley;1,7;69;2024-01-31
1773;1770;1773;Vladimir Yevtushenkov;1,7;75;2024-01-31
1774;1821;1774;Marianna Latsis;1,6;70;2024-01-31
1775;1877;1775;Aziz Akhannouch;1,6;63;2024-01-31
1776;1337;1776;Xie Bingkun;1,6;57;2024-01-31
1777;1242;1777;Wu Zhigang;1,6;89;2024-01-31
1778;1789;1778;Ivan Chrenko;1,6;56;2024-01-31
1779;2116;1779;Stewart Butterfield;1,6;50;2024-01-31
1780;1854;1780;Wang Changtian;1,6;58;2024-01-31
1781;2162;1781;Art Levinson;1,6;73;2024-01-31
1782;1712;1782;Mario Gabelli;1,6;81;2024-01-31
1783;2300;1783;Jeffrey Michael;1,6;67;2024-01-31
1784;1793;1784;Jim Crane;1,6;70;2024-01-31
1785;1927;1785;Li Rucheng;1,6;72;2024-01-31
1786;1790;1786;Robert Clark;1,6;65;2024-01-31
1787;1777;1787;Herbert Allen Jr;1,6;83;2024-01-31
1788;1178;1788;Nicholas Pritzker;1,6;80;2024-01-31
1789;1875;1789;Fredrik Oesterberg;1,6;53;2024-01-31
1790;1809;1790;Stanley Hubbard;1,6;90;2024-01-31
1791;1779;1791;Clifford Asness;1,6;57;2024-01-31
1792;1697;1792;Amy Adams Strunk;1,6;68;2024-01-31
1793;1416;1793;Daniel Chiu;1,6;63;2024-01-31
1794;1782;1794;Alex Birkenstock;1,6;55;2024-01-31
1795;1783;1795;Christian Birkenstock;1,6;51;2024-01-31
1796;2879;1796;Tony Xu;1,6;39;2024-01-31
1797;1696;1797;Zhang Li;1,6;71;2024-01-31
1798;898;1798;Charles Ergen;1,6;70;2024-01-31
1799;1798;1799;Gary Fegel;1,6;50;2024-01-31
1800;1946;1800;David Penaloza Alanis;1,6;50;2024-01-31
1801;673;1801;Hong Jie;1,6;56;2024-01-31
1802;2965;1802;Catherine Phillips;1,6;;2024-01-31
1803;2966;1803;John Phillips;1,6;73;2024-01-31
1804;1403;1804;Huijiao Yu;1,6;57;2024-01-31
1805;2464;1805;Rajesh Sharma;1,6;53;2024-01-31
1806;2570;1806;Ulrike Meister;1,6;56;2024-01-31
1807;2593;1807;V. Prem Watsa;1,6;73;2024-01-31
1808;1836;1808;Michael Polsky;1,6;75;2024-01-31
1809;2042;1809;K.C. Liu;1,6;69;2024-01-31
1810;2798;1810;Michael Saylor;1,6;58;2024-01-31
1811;1598;1811;Ren Jianhua;1,6;67;2024-01-31
1812;2023;1812;Koh Wee Meng;1,6;60;2024-01-31
1813;2797;1813;Ivan Savvidis;1,6;64;2024-01-31
1814;2596;1814;Franziska Wuerbser;1,6;35;2024-01-31
1815;2569;1815;Gabriella Meister;1,6;;2024-01-31
1816;3043;1816;Zygmunt Solorz;1,6;67;2024-01-31
1817;1919;1817;Jim Koch;1,6;74;2024-01-31
1818;1893;1818;Sandor Csanyi;1,6;70;2024-01-31
1819;1743;1819;Yusaku Maezawa;1,6;48;2024-01-31
1820;1160;1820;Hou Juncheng;1,6;59;2024-01-31
1821;2322;1821;Gerald Schwartz;1,6;82;2024-01-31
1822;2855;1822;Gavril Yushvaev;1,6;66;2024-01-31
1823;3044;1823;Jiang Yintai;1,6;73;2024-01-31
1824;1778;1824;Vasily Anisimov;1,6;72;2024-01-31
1825;1787;1825;Chen Yung-tai;1,6;88;2024-01-31
1826;1840;1826;Sathien Sathientham;1,6;69;2024-01-31
1827;1907;1827;Jaroslav Hascak;1,6;54;2024-01-31
1828;1815;1828;Randal J. Kirk;1,6;69;2024-01-31
1829;1803;1829;Bill Gross;1,6;79;2024-01-31
1830;1828;1830;Terence (Terry) Matthews;1,6;80;2024-01-31
1831;1887;1831;Paolo Bulgari;1,6;86;2024-01-31
1832;1501;1832;William Franke;1,6;86;2024-01-31
1833;1568;1833;Bulent Eczacibasi;1,6;74;2024-01-31
1834;1856;1834;Scott Watterson;1,6;68;2024-01-31
1835;2118;1835;Anthony Casalena;1,6;41;2024-01-31
1836;1947;1836;Karl-Johan Persson;1,6;48;2024-01-31
1837;1846;1837;Peter Sperling;1,6;64;2024-01-31
1838;2074;1838;Nobutoshi Shimamura;1,6;97;2024-01-31
1839;1852;1839;Sekar Vembu;1,6;52;2024-01-31
1840;2301;1840;Alan Miller;1,6;86;2024-01-31
1841;1879;1841;Nerio Alessandri;1,6;62;2024-01-31
1842;2149;1842;Conni Jonsson;1,6;63;2024-01-31
1843;1814;1843;Kim Jae-young;1,6;50;2024-01-31
1844;1808;1844;David Hoffmann;1,6;71;2024-01-31
1845;2091;1845;Yao Kuizhang;1,6;59;2024-01-31
1846;907;1846;Li Liangbin;1,6;56;2024-01-31
1847;2026;1847;Sebastian Kulczyk;1,6;43;2024-01-31
1848;1957;1848;Ron Sim;1,6;65;2024-01-31
1849;2595;1849;Toto Wolff;1,6;52;2024-01-31
1850;1506;1850;Huang Dawen;1,6;63;2024-01-31
1851;2970;1851;Steven Schuurman;1,6;48;2024-01-31
1852;1148;1852;Cen Junda;1,6;59;2024-01-31
1853;1804;1853;Sue Gross;1,6;73;2024-01-31
1854;1847;1854;Laurie Tisch;1,6;72;2024-01-31
1855;1848;1855;Steven Tisch;1,6;74;2024-01-31
1856;1718;1856;William Heinecke;1,5;74;2024-01-31
1857;2125;1857;Alberto Cortina;1,5;78;2024-01-31
1858;1863;1858;Wu Yulan;1,5;54;2024-01-31
1859;1901;1859;Philippe Ginestet;1,5;70;2024-01-31
1860;2286;1860;Li Li;1,5;58;2024-01-31
1861;1955;1861;Amnon Shashua;1,5;63;2024-01-31
1862;1977;1862;Jens von Bahr;1,5;52;2024-01-31
1863;3045;1863;Gao Xingjiang;1,5;60;2024-01-31
1864;1998;1864;Amit Burman;1,5;54;2024-01-31
