ID;User_ID;Table_rank_2024_09;Person;net_worth_inBillionUSD_2024_09;Age_of_person_2024_09;Date_of_data
1;2;1;Elon Musk;270,5;53;2024-09-30
2;4;2;Larry Ellison;208,0;80;2024-09-30
3;3;3;Jeff Bezos;204,3;60;2024-09-30
4;16;4;Mark Zuckerberg;198,0;40;2024-09-30
5;1;5;Bernard Arnault;195,5;75;2024-09-30
6;5;6;Warren Buffett;144,9;94;2024-09-30
7;12;7;Larry Page;137,9;51;2024-09-30
8;13;8;Amancio Ortega;133,0;88;2024-09-30
9;14;9;Sergey Brin;132,0;51;2024-09-30
10;10;10;Steve Ballmer;125,5;68;2024-09-30
11;9;11;Mukesh Ambani;116,2;67;2024-09-30
12;6;12;Bill Gates;107,9;68;2024-09-30
13;76;13;Jensen Huang;106,2;61;2024-09-30
14;7;14;Michael Bloomberg;104,7;82;2024-09-30
15;23;15;Michael Dell;104,3;59;2024-09-30
16;20;16;Rob Walton;99,9;79;2024-09-30
17;19;17;Jim Walton;98,7;76;2024-09-30
18;11;18;Francoise Bettencourt Meyers;91,8;71;2024-09-30
19;21;19;Alice Walton;91,2;74;2024-09-30
20;8;20;Carlos Slim Helu;87,0;84;2024-09-30
21;24;21;Gautam Adani;83,8;62;2024-09-30
22;18;22;Julia Koch;74,2;62;2024-09-30
23;22;23;David Thomson;72,1;67;2024-09-30
24;17;24;Charles Koch;67,5;88;2024-09-30
25;164;25;Changpeng Zhao;61,1;47;2024-09-30
26;15;26;Zhong Shanshan;56,2;69;2024-09-30
27;495;27;Prajogo Pangestu;54,0;80;2024-09-30
28;48;28;Jeff Yass;49,6;66;2024-09-30
29;39;29;Tadashi Yanai;48,2;75;2024-09-30
30;34;30;Ma Huateng;47,9;52;2024-09-30
31;31;31;Jacqueline Mars;47,6;84;2024-09-30
32;32;31;John Mars;47,6;88;2024-09-30
33;45;33;Colin Huang;47,5;44;2024-09-30
34;50;34;Stephen Schwarzman;46,2;77;2024-09-30
35;26;35;Zhang Yiming;45,6;40;2024-09-30
36;30;36;Giovanni Ferrero;44,7;60;2024-09-30
37;94;37;Savitri Jindal;43,5;74;2024-09-30
38;36;38;Ken Griffin;43,0;55;2024-09-30
39;57;39;Thomas Peterffy;42,9;80;2024-09-30
40;42;40;Gerard Wertheimer;41,3;73;2024-09-30
41;41;40;Alain Wertheimer;41,3;76;2024-09-30
42;29;42;Klaus-Michael Kuehne;41,2;87;2024-09-30
43;37;43;Mark Mateschitz;40,4;32;2024-09-30
44;55;44;Shiv Nadar;40,1;79;2024-09-30
45;25;45;Phil Knight;38,3;86;2024-09-30
46;38;46;Robin Zeng;37,9;55;2024-09-30
47;27;47;Dieter Schwarz;37,7;85;2024-09-30
48;46;48;Reinhold Wuerth;37,7;89;2024-09-30
49;33;49;Li Ka-shing;36,9;96;2024-09-30
50;74;50;Lukas Walton;35,1;38;2024-09-30
51;44;51;Rafaela Aponte-Diamant;34,9;79;2024-09-30
52;43;51;Gianluigi Aponte;34,9;84;2024-09-30
53;60;53;MacKenzie Scott;34,8;54;2024-09-30
54;35;54;Miriam Adelson;34,2;78;2024-09-30
55;90;55;Daniel Gilbert;32,4;62;2024-09-30
56;3011;56;Thomas Frist Jr;32,3;86;2024-09-30
57;52;57;Gina Rinehart;32,2;70;2024-09-30
58;69;58;Masayoshi Son;32,1;67;2024-09-30
59;109;59;Dilip Shanghvi;31,6;69;2024-09-30
60;171;60;Eduardo Saverin;31,4;42;2024-09-30
61;72;61;Abigail Johnson;31,3;62;2024-09-30
62;3725;62;Marilyn Simons;31,0;73;2024-09-30
63;53;63;William Ding;30,6;53;2024-09-30
64;40;64;Len Blavatnik;30,2;67;2024-09-30
65;54;65;German Larrea Mota Velasco;30,0;70;2024-09-30
66;64;66;He Xiangjian;29,3;82;2024-09-30
67;384;67;Melinda French Gates;29,2;60;2024-09-30
68;47;68;Lee Shau Kee;28,9;96;2024-09-30
69;65;69;Iris Fontbona;28,6;81;2024-09-30
70;3151;70;Elaine Marshall;28,3;82;2024-09-30
71;3150;71;Andrea Pignataro;28,1;54;2024-09-30
72;61;72;R. Budi Hartono;27,6;83;2024-09-30
73;73;73;Leonid Mikhelson;27,4;69;2024-09-30
74;70;74;Vladimir Lisin;26,6;68;2024-09-30
75;66;75;Michael Hartono;26,5;85;2024-09-30
76;80;76;Vagit Alekperov;26,5;74;2024-09-30
77;71;77;Emmanuel Besnier;26,5;54;2024-09-30
78;84;78;Eyal Ofer;25,8;74;2024-09-30
79;179;79;Vinod Adani;25,8;75;2024-09-30
80;63;80;Jack Ma;25,5;60;2024-09-30
81;79;81;Alexey Mordashov;25,5;59;2024-09-30
82;121;82;Kumar Birla;24,8;57;2024-09-30
83;68;83;Cyrus Poonawalla;24,5;83;2024-09-30
84;56;84;Low Tuck Kwong;24,2;76;2024-09-30
85;62;85;Vladimir Potanin;23,7;63;2024-09-30
86;86;86;Wang Chuanfu;23,6;58;2024-09-30
87;89;87;Gennady Timchenko;23,4;71;2024-09-30
88;51;88;Susanne Klatten;23,3;62;2024-09-30
89;102;89;Eric Schmidt;23,2;69;2024-09-30
90;59;90;Stefan Quandt;23,0;58;2024-09-30
91;78;91;Takemitsu Takizaki;22,9;79;2024-09-30
92;96;92;John Menard Jr;22,9;84;2024-09-30
93;28;93;Francois Pinault;22,8;88;2024-09-30
94;111;94;Radhakishan Damani;22,5;69;2024-09-30
95;128;95;Diane Hendricks;21,9;77;2024-09-30
96;88;96;David Tepper;21,3;67;2024-09-30
97;92;97;Steve Cohen;21,3;68;2024-09-30
98;97;98;Rupert Murdoch;20,9;93;2024-09-30
99;248;99;Kushal Pal Singh;20,2;93;2024-09-30
100;233;100;Andreas von Bechtolsheim;20,1;69;2024-09-30
101;2625;101;Vicky Safra;20,0;71;2024-09-30
102;95;102;Donald Bren;18,9;92;2024-09-30
103;101;103;Stefan Persson;18,7;76;2024-09-30
104;85;104;Qin Yinglin;18,7;59;2024-09-30
105;187;105;Lei Jun;18,5;54;2024-09-30
106;87;106;Harold Hamm;18,5;78;2024-09-30
107;99;107;Renata Kellnerova;18,5;57;2024-09-30
108;58;108;Andrey Melnichenko;18,2;52;2024-09-30
109;133;109;Lu Xiangyang;18,1;61;2024-09-30
110;103;110;Michael Platt;18,0;56;2024-09-30
111;282;111;Henry Samueli;17,7;70;2024-09-30
112;75;112;Wang Wei;17,7;54;2024-09-30
113;229;113;Ravi Jaipuria;17,5;69;2024-09-30
114;112;114;Huang Shilin;17,4;57;2024-09-30
115;82;115;Eric Li;17,3;61;2024-09-30
116;134;116;Harry Triguboff;17,3;91;2024-09-30
117;107;117;Jorge Paulo Lemann;17,0;85;2024-09-30
118;144;118;Stephen Ross;17,0;84;2024-09-30
119;173;119;Christy Walton;17,0;75;2024-09-30
120;124;120;Idan Ofer;17,0;69;2024-09-30
121;136;121;Stanley Kroenke;16,9;77;2024-09-30
122;2616;122;Philip Anschutz;16,9;84;2024-09-30
123;67;123;James Ratcliffe;16,8;71;2024-09-30
124;91;124;Lakshmi Mittal;16,7;74;2024-09-30
125;127;125;John Fredriksen;16,6;79;2024-09-30
126;105;126;Karl Albrecht Jr;16,5;76;2024-09-30
127;106;126;Beate Heister;16,5;73;2024-09-30
128;129;128;Jan Koum;16,3;48;2024-09-30
129;3105;129;Andrew Forrest;16,2;62;2024-09-30
130;247;130;George Roberts;16,1;81;2024-09-30
131;113;131;Dhanin Chearavanont;15,7;85;2024-09-30
132;209;132;Eric Smidt;15,6;64;2024-09-30
133;100;133;Li Xiting;15,6;73;2024-09-30
134;138;134;Sarath Ratanavadi;15,6;59;2024-09-30
135;145;135;Pavel Durov;15,5;39;2024-09-30
136;130;136;Jerry Jones;15,3;81;2024-09-30
137;142;137;Laurene Powell Jobs;15,3;60;2024-09-30
138;180;138;Nicolas Puech;15,2;81;2024-09-30
139;139;139;Dang Yanbao;15,2;51;2024-09-30
140;210;140;David Cheriton;15,2;73;2024-09-30
141;221;141;Dustin Moskovitz;15,1;40;2024-09-30
142;131;142;George Kaiser;15,1;82;2024-09-30
143;118;143;Wei Jianjun;14,8;60;2024-09-30
144;381;144;Henry Nicholas III.;14,7;64;2024-09-30
145;98;145;Theo Albrecht Jr;14,6;73;2024-09-30
146;297;146;Henry Kravis;14,5;80;2024-09-30
147;232;147;Manuel Villar;14,4;74;2024-09-30
148;227;148;Leon Black;14,4;73;2024-09-30
149;157;149;Zhang Zhidong;14,4;52;2024-09-30
150;108;150;Peter Woo;14,3;78;2024-09-30
151;150;151;Israel Englander;14,2;76;2024-09-30
152;3015;152;Ernest Garcia II.;14,2;67;2024-09-30
153;1636;153;Robert Duggan;14,2;80;2024-09-30
154;202;154;James Dyson;14,1;77;2024-09-30
155;135;155;Uday Kotak;14,1;65;2024-09-30
156;81;156;Ray Dalio;14,0;75;2024-09-30
157;374;157;John Tu;14,0;83;2024-09-30
158;372;158;David Sun;13,9;72;2024-09-30
159;240;159;Zheng Shuliang;13,9;78;2024-09-30
160;119;160;Alisher Usmanov;13,9;71;2024-09-30
161;200;161;Wang Xing;13,8;45;2024-09-30
162;116;162;Charlene de Carvalho-Heineken;13,7;70;2024-09-30
163;168;163;David Duffield;13,5;84;2024-09-30
164;230;164;Hasso Plattner;13,5;80;2024-09-30
165;137;165;Mikhail Fridman;13,3;60;2024-09-30
166;141;166;Shahid Khan;13,3;74;2024-09-30
167;154;167;Giorgio Armani;13,3;90;2024-09-30
168;611;168;David Velez;13,3;42;2024-09-30
169;132;169;Joseph Lau;13,2;73;2024-09-30
170;265;170;Nancy Walton Laurie;13,2;73;2024-09-30
171;158;171;Judy Love;13,1;87;2024-09-30
172;416;172;Sunil Mittal;13,1;66;2024-09-30
173;219;173;John Doerr;13,0;73;2024-09-30
174;308;174;Anders Holch Povlsen;13,0;51;2024-09-30
175;115;175;Charoen Sirivadhanabhakdi;12,9;80;2024-09-30
176;123;176;Kwong Siu-hing;12,8;94;2024-09-30
177;120;177;Goh Cheng Liang;12,8;97;2024-09-30
178;270;178;Georg Stumpf;12,8;52;2024-09-30
179;2628;179;Edward Johnson IV.;12,6;59;2024-09-30
180;143;180;Robert Kuok;12,5;100;2024-09-30
181;259;181;Patrick Ryan;12,5;87;2024-09-30
182;190;182;Rick Cohen;12,5;72;2024-09-30
183;311;183;Arthur Dantchik;12,3;66;2024-09-30
184;207;184;Azim Premji;12,2;79;2024-09-30
185;570;185;Yu Yong;12,2;63;2024-09-30
186;481;186;Mat Ishbia;12,2;44;2024-09-30
187;160;187;Donald Newhouse;12,1;95;2024-09-30
188;477;188;Richard White;12,0;69;2024-09-30
189;309;189;Enrique Razon Jr;12,0;64;2024-09-30
190;77;190;Leonard Lauder;12,0;91;2024-09-30
191;335;191;J. Christopher Reyes;12,0;70;2024-09-30
192;336;191;Jude Reyes;12,0;69;2024-09-30
193;165;193;Andrew Beal;12,0;71;2024-09-30
194;195;194;Valerie Mars;11,9;65;2024-09-30
195;196;194;Victoria Mars;11,9;67;2024-09-30
196;194;194;Pamela Mars;11,9;64;2024-09-30
197;193;194;Marijke Mars;11,9;60;2024-09-30
198;155;198;Johann Rupert;11,9;74;2024-09-30
199;510;199;Barry Lam;11,8;75;2024-09-30
200;2621;200;Robert Kraft;11,8;83;2024-09-30
201;235;201;Ann Walton Kroenke;11,8;75;2024-09-30
202;104;202;Pang Kang;11,6;68;2024-09-30
203;122;203;Aliko Dangote;11,6;67;2024-09-30
204;312;204;Terry Gou;11,6;73;2024-09-30
205;344;205;Sandra Ortega Mera;11,5;56;2024-09-30
206;433;206;Antony Ressler;11,4;63;2024-09-30
207;428;207;David Steward;11,4;73;2024-09-30
208;293;208;Zhong Huijuan;11,4;63;2024-09-30
209;126;209;Lui Che Woo;11,2;95;2024-09-30
210;276;210;Zhang Congyuan;11,2;76;2024-09-30
211;146;211;Andreas Struengmann;11,2;74;2024-09-30
212;147;211;Thomas Struengmann;11,2;74;2024-09-30
213;110;213;Robert Pera;11,2;46;2024-09-30
214;258;214;Bernard Marcus;11,2;95;2024-09-30
215;359;215;Ken Fisher;11,2;73;2024-09-30
216;152;216;Anthony Pratt;11,2;64;2024-09-30
217;161;217;Marcel Herrmann Telles;11,2;74;2024-09-30
218;189;218;Sun Piaoyang;11,2;66;2024-09-30
219;199;219;Ernesto Bertarelli;11,1;59;2024-09-30
220;211;220;Ivan Glasenberg;11,1;67;2024-09-30
221;274;221;Qi Shi;11,0;54;2024-09-30
222;153;222;Mikhail Prokhorov;11,0;59;2024-09-30
223;197;223;Vincent Bollore;11,0;72;2024-09-30
224;368;224;Xavier Niel;10,9;57;2024-09-30
225;620;225;Mangal Prabhat Lodha;10,9;68;2024-09-30
226;166;226;Mike Cannon-Brookes;10,9;44;2024-09-30
227;188;227;Friedhelm Loh;10,9;78;2024-09-30
228;529;228;Alexander Gerko;10,9;44;2024-09-30
229;260;229;Robert F. Smith;10,8;61;2024-09-30
230;206;230;John Malone;10,8;83;2024-09-30
231;167;231;Carl Cook;10,7;62;2024-09-30
232;162;232;Suleiman Kerimov;10,7;58;2024-09-30
233;170;233;Viktor Rashnikov;10,6;75;2024-09-30
234;493;234;Elizabeth Johnson;10,6;61;2024-09-30
235;149;235;Michael Rubin;10,6;52;2024-09-30
236;379;236;Trudy Cathy White;10,6;68;2024-09-30
237;377;236;Bubba Cathy;10,6;70;2024-09-30
238;378;236;Dan Cathy;10,6;71;2024-09-30
239;228;239;Graeme Hart;10,5;69;2024-09-30
240;212;240;Alexander Otto;10,5;57;2024-09-30
241;174;241;Scott Farquhar;10,4;44;2024-09-30
242;407;242;Lin Muqin;10,4;60;2024-09-30
243;272;243;Li Shuirong;10,4;68;2024-09-30
244;156;244;Gong Hongjia;10,3;59;2024-09-30
245;253;245;Tilman Fertitta;10,2;67;2024-09-30
246;334;246;Shapoor Mistry;10,2;60;2024-09-30
247;305;247;Harry Stine;10,2;82;2024-09-30
248;204;248;Antonia Axson Johnson;10,2;81;2024-09-30
249;178;249;Liu Yongxing;10,2;76;2024-09-30
250;568;250;Pankaj Patel;10,2;71;2024-09-30
251;222;251;Pierre Omidyar;10,2;57;2024-09-30
252;470;252;Ludwig Merckle;10,0;59;2024-09-30
253;224;253;Carrie Perrodo;10,0;73;2024-09-30
254;387;254;David Reuben;9,9;86;2024-09-30
255;388;254;Simon Reuben;9,9;83;2024-09-30
256;417;256;Zhou Qunfei;9,9;;2024-09-30
257;266;257;Jay Y. Lee;9,9;56;2024-09-30
258;117;258;Xu Hang;9,9;62;2024-09-30
259;664;259;Peter Thiel;9,9;56;2024-09-30
260;299;260;James Goodnight;9,9;81;2024-09-30
261;159;261;Ricardo Salinas Pliego;9,9;68;2024-09-30
262;208;262;Charles Schwab;9,9;87;2024-09-30
263;331;263;Ralph Lauren;9,9;84;2024-09-30
264;263;264;Orlando Bravo;9,8;54;2024-09-30
265;649;265;Thomas Hagen;9,8;88;2024-09-30
266;292;266;Joseph Tsai;9,8;60;2024-09-30
267;151;267;Viatcheslav Kantor;9,8;71;2024-09-30
268;257;268;Leonid Fedun;9,8;68;2024-09-30
269;357;269;Wang Laisheng;9,8;59;2024-09-30
270;303;270;Steven Rales;9,8;73;2024-09-30
271;203;271;Roman Abramovich;9,7;57;2024-09-30
272;422;272;Jay Chaudhry;9,7;65;2024-09-30
273;390;273;Carl Bennet;9,7;73;2024-09-30
274;255;274;Karel Komarek;9,7;55;2024-09-30
275;452;275;Ken Langone;9,7;89;2024-09-30
276;186;276;Michael Kim;9,6;61;2024-09-30
277;348;277;Denise Coates;9,6;57;2024-09-30
278;435;278;Josh Harris;9,6;59;2024-09-30
279;205;279;Daniel Kretinsky;9,6;49;2024-09-30
280;304;280;Nassef Sawiris;9,6;63;2024-09-30
281;223;281;Pei Zhenhua;9,6;65;2024-09-30
282;238;282;Nicky Oppenheimer;9,6;79;2024-09-30
283;326;283;Marc Benioff;9,6;60;2024-09-30
284;465;284;Piero Ferrari;9,6;79;2024-09-30
285;310;285;Wang Laichun;9,5;57;2024-09-30
286;175;286;Quek Leng Chan;9,5;83;2024-09-30
287;721;287;Gabe Newell;9,5;61;2024-09-30
288;125;288;Chen Bang;9,5;59;2024-09-30
289;360;289;Christopher Hohn;9,5;57;2024-09-30
290;3153;290;Todd Graves;9,5;52;2024-09-30
291;315;291;Richard Kinder;9,5;79;2024-09-30
292;321;292;Tamara Gustavson;9,4;62;2024-09-30
293;198;293;Jim Pattison;9,4;96;2024-09-30
294;172;294;Georg Schaeffler;9,4;59;2024-09-30
295;294;295;Arthur Blank;9,4;82;2024-09-30
296;412;296;Tom Gores;9,4;60;2024-09-30
297;185;297;Andrei Guryev;9,3;64;2024-09-30
298;757;298;Brad Jacobs;9,3;68;2024-09-30
299;517;299;Rekha Jhunjhunwala;9,3;61;2024-09-30
300;243;300;Francine von Finck;9,3;79;2024-09-30
301;277;301;Jean-Michel Besnier;9,3;57;2024-09-30
302;278;301;Marie Besnier Beauvalot;9,3;44;2024-09-30
303;3152;303;Giancarlo Devasini;9,2;60;2024-09-30
304;267;304;Ramzi Musallam;9,2;56;2024-09-30
305;548;305;Jonathan Gray;9,2;54;2024-09-30
306;544;306;Murali Divi;9,2;73;2024-09-30
307;364;307;Massimiliana Landini Aleotti;9,1;81;2024-09-30
308;835;308;William Ackman;9,1;58;2024-09-30
309;163;309;Sky Xu;9,1;40;2024-09-30
310;328;310;Igor Bukhman;9,0;42;2024-09-30
311;327;310;Dmitri Bukhman;9,0;39;2024-09-30
312;231;312;Carlos Alberto Sicupira;9,0;76;2024-09-30
313;291;313;Leonard Stern;9,0;86;2024-09-30
314;423;314;Gopikishan Damani;9,0;66;2024-09-30
315;183;315;Tanya Saade Zeenny;8,9;56;2024-09-30
316;181;315;Jacques Saade Jr;8,9;53;2024-09-30
317;182;315;Rodolphe Saade;8,9;54;2024-09-30
318;295;318;Charles Butt;8,9;86;2024-09-30
319;323;319;Frederik Paulsen;8,9;73;2024-09-30
320;329;320;Jack Dangermond;8,9;79;2024-09-30
321;252;321;Thierry Dassault;8,7;67;2024-09-30
322;251;321;Laurent Dassault;8,7;71;2024-09-30
323;254;321;Marie-Helene Habert-Dassault;8,7;59;2024-09-30
324;201;324;Brian Chesky;8,7;43;2024-09-30
325;451;325;Vikram Lal;8,7;82;2024-09-30
326;826;326;Vivek Chaand Sehgal;8,7;68;2024-09-30
327;214;327;Wang Liping;8,6;58;2024-09-30
328;687;328;Elisabeth DeLuca;8,6;77;2024-09-30
329;245;329;German Khan;8,6;62;2024-09-30
330;455;330;Robert Rowling;8,6;71;2024-09-30
331;380;331;Bruce Kovner;8,6;79;2024-09-30
332;698;332;Rakesh Mittal;8,6;69;2024-09-30
333;697;333;Rajan Mittal;8,6;64;2024-09-30
334;358;334;Randa Duncan Williams;8,5;63;2024-09-30
335;279;335;David Geffen;8,5;81;2024-09-30
336;300;336;Sri Prakash Lohia;8,5;72;2024-09-30
337;148;337;Liu Hanyuan;8,5;60;2024-09-30
338;262;338;Eric Wittouck;8,5;78;2024-09-30
339;256;339;Nathan Blecharczyk;8,5;41;2024-09-30
340;490;340;Todd Boehly;8,5;51;2024-09-30
341;459;341;Micky Arison;8,5;75;2024-09-30
342;346;342;Dannine Avara;8,5;60;2024-09-30
343;561;343;Jimmy Haslam;8,5;70;2024-09-30
344;350;344;Milane Frantz;8,5;55;2024-09-30
345;241;345;John Morris;8,4;76;2024-09-30
346;398;346;Anthony Bamford;8,4;78;2024-09-30
347;442;347;Fredrik Lundberg;8,4;73;2024-09-30
348;728;348;Mark Stevens;8,4;64;2024-09-30
349;1139;349;Zhu Yi;8,4;60;2024-09-30
350;343;350;Igor Olenicoff;8,3;82;2024-09-30
351;176;351;Wu Yajun;8,3;60;2024-09-30
352;546;352;Marcos Galperin;8,3;;2024-09-30
353;382;353;Nadia Thiele;8,3;48;2024-09-30
354;349;354;Scott Duncan;8,3;41;2024-09-30
355;345;355;Ronda Stryker;8,3;70;2024-09-30
356;307;356;Iskander Makhmudov;8,2;60;2024-09-30
357;226;357;Michael Otto;8,2;81;2024-09-30
358;140;358;Jiang Rensheng;8,2;70;2024-09-30
359;1027;359;Martin Lorentzon;8,2;55;2024-09-30
360;284;360;Ivar Tollefsen;8,2;63;2024-09-30
361;286;361;Hasmukh Chudgar;8,2;91;2024-09-30
362;244;362;Francis Choi;8,2;77;2024-09-30
363;780;363;Jaime Gilinski Bacal;8,1;66;2024-09-30
364;414;364;Wolfgang Herz;8,1;73;2024-09-30
365;413;364;Michael Herz;8,1;81;2024-09-30
366;3012;366;Paul Tudor Jones II.;8,1;70;2024-09-30
367;340;367;Pauline MacMillan Keinath;8,1;90;2024-09-30
368;2012;368;Torstein Hagen;8,0;81;2024-09-30
369;734;369;Rahul Bhatia;8,0;65;2024-09-30
370;261;370;Pavel Tykac;8,0;60;2024-09-30
371;457;371;Seo Jung-jin;8,0;66;2024-09-30
372;494;372;Douglas Leone;8,0;67;2024-09-30
373;882;373;Nik Storonsky;7,9;40;2024-09-30
374;288;374;Joe Gebbia;7,9;43;2024-09-30
375;909;375;Samir Mehta;7,9;61;2024-09-30
376;910;376;Sudhir Mehta;7,9;70;2024-09-30
377;313;377;Jeff Greene;7,9;69;2024-09-30
378;429;378;Les Wexner;7,9;87;2024-09-30
379;439;379;John Brown;7,8;90;2024-09-30
380;3014;380;Edward Roski Jr;7,8;85;2024-09-30
381;356;381;Viktor Vekselberg;7,8;67;2024-09-30
382;225;382;Chen Jianhua;7,8;53;2024-09-30
383;316;383;Guillaume Pousaz;7,8;43;2024-09-30
384;1342;384;Brian Armstrong;7,8;41;2024-09-30
385;268;385;David Shaw;7,8;73;2024-09-30
386;332;386;Law Kar Po;7,8;76;2024-09-30
387;314;387;Don Hankey;7,8;81;2024-09-30
388;319;388;Judy Faulkner;7,7;81;2024-09-30
389;264;389;Ding Shizhong;7,7;53;2024-09-30
390;369;390;Terrence Pegula;7,7;73;2024-09-30
391;655;391;Lin Bin;7,6;56;2024-09-30
392;402;392;Wang Yusuo;7,6;60;2024-09-30
393;169;393;Jeffery Hildebrand;7,6;65;2024-09-30
394;706;394;Juergen Blickle;7,6;77;2024-09-30
395;466;395;Dan Friedkin;7,6;59;2024-09-30
396;513;396;Charles Simonyi;7,6;76;2024-09-30
397;443;397;Thomas Schmidheiny;7,6;78;2024-09-30
398;338;398;Alejandro Bailleres Gual;7,5;63;2024-09-30
399;322;399;Liang Wengen;7,5;67;2024-09-30
400;215;400;Finn Rausing;7,5;69;2024-09-30
401;565;401;Vinod Khosla;7,5;69;2024-09-30
402;473;402;Jean Salata;7,5;58;2024-09-30
403;216;403;Jorn Rausing;7,5;64;2024-09-30
404;217;403;Kirsten Rausing;7,5;72;2024-09-30
405;656;405;Lin Li;7,5;61;2024-09-30
406;391;406;Stephen Bisciotti;7,5;64;2024-09-30
407;1157;407;Eric Douglas;7,5;56;2024-09-30
408;1156;408;Carl Douglas;7,5;63;2024-09-30
409;220;409;Richard Liu;7,4;50;2024-09-30
410;842;410;Cho Jung-ho;7,4;65;2024-09-30
411;397;411;Dennis Washington;7,4;90;2024-09-30
412;367;412;Magdalena Martullo-Blocher;7,4;55;2024-09-30
413;482;413;Leo KoGuan;7,4;69;2024-09-30
414;376;414;Rahel Blocher;7,4;48;2024-09-30
415;503;415;M.A. Yusuff Ali;7,4;68;2024-09-30
416;355;416;David Siegel;7,4;63;2024-09-30
417;354;416;John Overdeck;7,4;54;2024-09-30
418;3176;418;Haoyu Cai;7,4;37;2024-09-30
419;385;419;Nathan Kirsh;7,3;92;2024-09-30
420;296;420;Ding Shijia;7,3;60;2024-09-30
421;661;421;Lynsi Snyder;7,3;42;2024-09-30
422;365;422;Li Ping;7,3;56;2024-09-30
423;609;423;Marc Rowan;7,3;62;2024-09-30
424;289;424;Philip Ng;7,3;65;2024-09-30
425;2639;425;You Xiaoping;7,3;66;2024-09-30
426;421;426;Alain Bouchard;7,2;75;2024-09-30
427;682;427;Kerry Stokes;7,2;84;2024-09-30
428;306;428;Benu Gopal Bangur;7,2;93;2024-09-30
429;320;429;Johann Graf;7,2;77;2024-09-30
430;599;430;Maximilian Viessmann;7,2;35;2024-09-30
431;623;431;Patrick Drahi;7,2;61;2024-09-30
432;695;432;Tobi Lutke;7,2;44;2024-09-30
433;719;433;Fernando Roberto Moreira Salles;7,2;78;2024-09-30
434;420;434;Neil Bluhm;7,2;86;2024-09-30
435;454;435;Karen Pritzker;7,2;66;2024-09-30
436;371;436;George Soros;7,2;94;2024-09-30
437;432;437;Andreas Halvorsen;7,2;63;2024-09-30
438;302;438;Robert Ng;7,2;72;2024-09-30
439;462;439;John Collison;7,2;34;2024-09-30
440;463;439;Patrick Collison;7,2;36;2024-09-30
441;410;441;Michal Solowow;7,1;62;2024-09-30
442;511;442;Robert Rich Jr;7,1;83;2024-09-30
443;427;443;Michael Milken;7,0;78;2024-09-30
444;408;444;Ruan Liping;7,0;59;2024-09-30
445;760;445;Jim Kavanaugh;7,0;61;2024-09-30
446;409;446;Ruan Xueping;7,0;52;2024-09-30
447;301;447;Ma Jianrong;7,0;60;2024-09-30
448;3016;448;William Goldring;7,0;81;2024-09-30
449;339;449;Edythe Broad;7,0;88;2024-09-30
450;317;450;Takahisa Takahara;7,0;63;2024-09-30
451;401;451;Alain Merieux;7,0;86;2024-09-30
452;444;452;Helmut Sohmen;7,0;84;2024-09-30
453;566;453;Thai Lee;7,0;65;2024-09-30
454;383;454;David Bonderman;6,9;81;2024-09-30
455;400;455;John Grayken;6,9;68;2024-09-30
456;531;456;Viktor Kharitonin;6,9;51;2024-09-30
457;392;457;Stanley Druckenmiller;6,9;71;2024-09-30
458;436;458;Niels Peter Louis-Hansen;6,9;76;2024-09-30
459;449;459;Ray Lee Hunt;6,9;81;2024-09-30
460;283;460;Reinhold Schmieding;6,9;69;2024-09-30
461;499;461;Gary Rollins;6,9;80;2024-09-30
462;496;462;Thomas Pritzker;6,8;74;2024-09-30
463;389;463;Radovan Vitek;6,8;53;2024-09-30
464;447;464;Robert Ziff;6,8;58;2024-09-30
465;445;465;Daniel Ziff;6,8;52;2024-09-30
466;446;465;Dirk Ziff;6,8;60;2024-09-30
467;213;467;Anthony von Mandl;6,8;74;2024-09-30
468;617;468;Rafael Del Pino;6,8;66;2024-09-30
469;621;469;Joe Mansueto;6,8;68;2024-09-30
470;730;470;Nusli Wadia;6,8;80;2024-09-30
471;3154;471;Agoes Projosasmito;6,8;69;2024-09-30
472;461;472;Pierre Chen;6,8;68;2024-09-30
473;396;473;Luis Carlos Sarmiento;6,8;91;2024-09-30
474;711;474;Kenneth Dart;6,7;69;2024-09-30
475;720;475;Pedro Moreira Salles;6,7;64;2024-09-30
476;394;476;Alexei Kuzmichev;6,7;61;2024-09-30
477;269;477;Andrei Skoch;6,7;58;2024-09-30
478;415;478;Michael Kadoorie;6,7;83;2024-09-30
479;514;479;Ty Warner;6,7;80;2024-09-30
480;573;480;Jason Chang;6,7;80;2024-09-30
481;556;481;Kelcy Warren;6,7;68;2024-09-30
482;525;482;Denise York;6,7;73;2024-09-30
483;670;483;Scott Cook;6,7;72;2024-09-30
484;362;484;Sofie Kirk Kristiansen;6,6;48;2024-09-30
485;363;484;Thomas Kirk Kristiansen;6,6;45;2024-09-30
486;373;484;Agnete Kirk Thinggaard;6,6;41;2024-09-30
487;411;487;Mike Adenuga;6,6;71;2024-09-30
488;434;488;Tsai Eng-meng;6,6;67;2024-09-30
489;239;489;Blair Parry-Okeden;6,6;74;2024-09-30
490;569;490;Horst Julius Pudwill;6,6;79;2024-09-30
491;237;491;Jim Kennedy;6,6;76;2024-09-30
492;424;492;Sumet Jiaravanon;6,6;89;2024-09-30
493;572;493;Gayle Benson;6,6;77;2024-09-30
494;595;494;Mark Meijer;6,6;66;2024-09-30
